PWGTP,HISP,CIT,POWSP,RAC1P,SEX
55,1,1,6,1,2
56,1,4,4,6,1
17,1,1,1,2,2
113,1,5,6,6,2
42,1,1,6,1,2
84,1,4,6,6,1
58,1,4,6,6,2
165,2,1,6,1,1
136,1,1,6,1,1
116,1,1,6,1,2
110,1,1,6,1,1
75,2,1,6,8,1
65,2,1,6,8,1
62,2,4,6,1,1
163,2,1,6,1,2
69,2,5,6,1,1
78,2,1,6,1,2
254,1,2,6,6,2
59,1,4,6,1,1
22,1,1,6,1,2
85,1,1,6,2,1
210,1,1,6,2,2
72,1,1,1,1,1
79,1,1,1,1,2
33,1,1,4,1,2
93,1,1,6,1,2
199,1,1,6,1,2
130,1,1,6,1,1
436,2,1,6,1,1
329,2,5,6,1,2
19,1,1,1,1,2
117,2,1,4,1,2
77,1,1,6,1,1
92,1,1,6,9,2
68,1,1,6,9,1
72,2,5,6,1,1
277,2,1,4,1,2
44,1,1,6,1,1
178,1,1,6,1,2
66,1,1,6,1,1
32,1,1,5,1,1
31,1,1,5,1,2
34,1,1,6,1,2
65,1,1,6,1,1
344,2,1,6,1,2
388,2,1,6,1,1
83,1,1,6,1,1
122,1,1,6,1,2
188,2,1,6,1,1
62,1,1,6,1,1
19,1,1,6,1,1
229,1,1,6,1,1
214,1,1,6,1,1
106,1,4,6,1,1
133,1,1,6,1,2
143,1,1,6,1,1
61,1,1,6,1,2
72,1,1,6,1,2
99,1,1,6,9,2
62,1,1,6,1,1
190,2,1,6,1,1
253,2,1,6,1,1
265,2,1,6,1,2
72,2,1,6,8,1
78,2,5,6,8,2
69,2,1,6,1,1
65,2,1,6,1,2
104,1,4,2,6,1
234,2,1,4,1,2
160,1,1,4,1,1
190,1,4,6,1,1
110,2,4,6,8,1
105,2,4,6,8,2
53,1,1,6,6,2
73,16,4,6,8,1
130,1,1,4,1,2
99,1,1,4,1,1
190,2,5,4,8,1
136,11,4,6,8,1
120,8,5,6,8,2
184,1,4,6,1,1
155,1,5,6,1,2
65,1,1,6,1,2
106,1,1,6,1,2
49,1,1,6,1,2
38,2,4,4,8,2
70,1,4,6,6,1
116,1,1,6,9,2
137,1,1,6,9,2
100,1,1,6,9,1
57,1,1,6,1,2
55,1,1,6,1,1
74,1,1,6,1,1
86,1,1,6,1,1
100,1,4,6,6,2
98,1,3,6,1,2
12,1,1,1,1,1
23,2,5,1,1,2
96,1,1,6,1,2
126,1,1,6,1,1
126,2,5,6,8,1
180,2,5,6,8,1
167,2,1,6,8,2
144,2,5,6,8,2
102,1,1,6,1,2
119,1,1,5,1,2
61,1,4,6,1,1
59,1,1,6,1,2
111,1,1,6,1,2
125,1,1,6,1,2
153,2,1,6,1,1
146,1,1,6,1,1
98,1,1,5,1,1
79,1,1,5,1,2
112,2,5,6,1,1
107,2,5,6,1,2
59,1,4,6,6,1
65,1,4,6,6,2
70,1,1,4,1,2
48,1,1,4,1,1
48,2,1,4,1,2
46,2,1,4,1,1
64,2,5,6,1,2
98,2,1,6,1,2
65,2,1,6,1,2
115,1,4,6,1,2
119,1,1,6,1,1
53,1,1,6,1,2
64,1,1,6,1,1
62,1,1,6,1,1
44,1,1,6,1,1
73,1,1,6,1,2
13,1,1,5,1,1
9,1,1,5,1,2
108,1,1,6,9,2
43,1,1,1,1,2
97,1,1,6,2,1
12,1,1,1,1,1
11,1,1,1,1,2
224,2,4,4,1,1
129,2,4,6,1,2
85,1,5,6,6,2
90,1,4,6,9,1
100,1,4,6,1,2
94,1,4,6,1,1
108,1,4,6,1,2
129,1,4,6,1,1
85,1,1,1,1,1
93,1,1,1,1,2
49,1,1,1,1,1
40,1,1,1,1,2
98,1,1,1,1,2
88,1,1,1,1,1
83,1,1,1,1,1
18,1,1,4,1,2
106,2,1,6,1,2
77,1,4,6,6,1
61,1,1,6,6,2
109,1,1,1,1,1
194,1,1,1,1,1
111,2,1,6,8,1
71,2,1,6,8,2
135,1,1,6,1,1
62,1,1,6,1,2
83,2,5,6,1,2
88,2,5,6,1,1
83,1,5,6,1,1
116,1,1,6,1,2
45,2,1,6,9,1
55,2,1,6,8,2
136,1,1,6,1,1
145,1,1,5,1,1
152,1,1,5,1,2
129,1,1,6,1,1
348,1,5,6,1,2
310,1,1,6,1,1
53,1,1,5,1,2
19,1,4,5,6,1
17,1,1,6,1,2
14,1,1,6,2,1
15,1,1,1,1,1
135,1,1,6,1,2
73,1,1,6,1,1
85,1,1,6,1,1
33,1,5,6,6,1
266,2,5,4,8,1
191,1,1,6,1,2
189,1,1,6,1,1
119,2,1,6,1,1
164,1,1,6,1,2
131,2,5,6,1,2
134,2,4,6,9,1
81,1,1,6,1,2
47,1,4,6,6,1
7,1,1,1,1,1
20,1,1,1,1,2
70,1,1,6,1,1
73,1,1,6,1,2
49,16,1,6,7,2
72,13,5,6,7,1
67,1,1,4,1,2
97,1,4,6,6,2
576,1,1,6,1,1
199,1,1,6,9,1
32,1,1,6,6,2
91,2,1,6,1,1
88,1,1,6,9,2
102,2,4,6,1,1
50,1,1,6,1,1
33,1,1,6,1,1
21,1,1,6,1,1
50,1,1,6,1,2
62,1,4,6,6,1
181,23,1,6,1,2
99,1,1,6,1,1
49,1,1,6,9,2
59,1,1,6,9,1
51,1,1,5,1,2
32,1,1,5,1,1
20,1,1,5,1,2
34,1,1,5,1,1
60,1,1,6,1,1
353,7,4,6,1,1
299,11,4,6,1,2
118,1,4,6,6,1
106,1,4,6,6,2
95,1,1,6,1,1
123,1,1,6,1,1
105,1,1,6,1,2
8,1,1,4,1,1
74,1,1,6,1,2
73,1,1,6,1,1
102,1,1,5,1,1
102,1,4,6,6,1
37,1,4,6,6,1
37,2,5,6,8,1
28,1,1,6,6,1
232,2,1,6,8,1
129,1,1,1,1,2
136,1,1,1,1,1
22,1,1,2,4,1
77,1,1,2,4,2
87,1,1,4,1,1
102,1,1,4,1,1
264,1,1,6,1,2
66,1,1,6,1,1
84,1,1,6,6,2
48,1,1,6,1,2
60,2,4,6,8,2
98,1,1,1,1,2
42,1,1,1,1,2
41,1,1,6,1,2
41,1,1,6,1,1
90,2,4,6,1,2
98,1,5,6,6,1
106,1,1,6,1,1
106,2,4,6,1,1
137,2,1,6,1,1
69,1,1,5,2,2
26,1,1,1,1,1
49,1,1,6,1,2
121,1,4,6,1,1
92,1,5,6,6,1
19,1,1,6,3,1
17,1,1,6,9,1
36,1,1,6,1,1
40,6,3,6,1,2
58,1,1,6,1,1
202,1,4,6,6,2
185,1,4,6,6,1
61,1,1,6,1,1
86,2,1,6,1,1
52,23,1,6,1,2
48,1,1,6,1,1
389,1,1,6,1,1
320,1,1,6,1,2
53,1,1,6,1,2
79,1,1,4,1,2
104,2,1,4,3,1
67,1,1,6,1,2
54,1,1,6,1,1
148,1,1,6,9,1
183,1,1,6,2,1
103,1,1,6,1,1
115,1,1,6,1,2
68,3,1,2,9,1
140,1,1,6,1,1
36,1,1,6,1,1
32,1,1,6,1,2
106,1,4,2,7,1
179,1,5,2,7,2
26,1,1,1,1,1
51,1,1,6,1,2
53,1,1,6,1,1
76,2,4,6,8,1
79,2,4,6,8,2
33,1,1,6,1,1
100,1,4,6,6,2
65,1,1,6,2,1
51,2,1,4,1,2
101,1,1,6,1,1
227,10,1,4,1,1
72,2,4,6,1,1
71,1,1,5,1,1
72,1,1,5,1,2
72,2,5,6,1,2
80,3,2,6,1,2
66,24,1,6,1,1
83,24,1,6,1,2
114,2,1,6,1,2
120,2,1,6,1,1
128,11,5,6,8,1
135,2,4,6,8,2
189,11,5,6,8,1
39,1,1,2,1,1
78,1,1,6,1,1
62,1,1,6,6,2
146,1,1,2,1,1
61,1,1,6,1,1
109,24,1,6,1,1
76,1,1,5,2,2
121,1,1,5,2,1
45,2,1,4,1,1
67,1,1,6,1,1
64,11,5,6,8,2
130,1,1,6,1,1
77,1,1,4,1,1
103,1,1,6,1,2
116,1,1,6,2,1
50,2,1,6,1,2
369,2,4,4,1,1
117,1,4,6,1,1
149,2,4,6,1,2
186,1,1,6,1,2
108,1,1,6,1,1
91,1,1,6,1,2
66,1,1,6,1,1
29,1,1,6,1,1
16,1,1,6,1,2
25,1,1,6,1,1
52,1,1,6,6,2
53,1,1,6,6,1
54,1,1,6,6,1
436,1,1,6,6,2
107,1,1,6,1,2
69,1,4,6,6,1
10,1,1,6,1,2
71,2,1,6,1,1
75,2,1,6,1,2
115,1,1,6,1,1
87,1,1,6,2,1
44,2,4,6,1,1
63,2,5,6,1,2
110,2,5,6,8,2
158,2,5,6,8,2
134,2,5,6,8,1
100,2,5,6,8,1
160,2,5,6,8,1
78,11,4,6,8,2
49,1,1,2,1,2
54,1,1,2,1,1
89,1,4,6,1,1
87,1,5,6,1,2
92,2,5,6,8,1
90,2,4,6,1,1
71,2,4,6,1,2
106,2,1,6,1,1
75,1,1,6,1,1
51,1,1,6,1,1
86,1,1,2,1,1
105,1,1,2,1,2
72,1,1,6,1,1
61,2,4,6,1,1
44,1,1,6,1,1
77,2,5,6,1,1
71,2,5,6,1,2
40,1,4,6,7,1
38,1,4,6,7,2
150,2,4,6,8,2
146,9,5,6,8,1
108,2,4,6,1,1
56,1,1,1,1,1
57,1,1,1,1,2
111,1,1,1,1,1
80,1,1,1,1,1
65,1,1,6,1,1
55,1,1,6,1,2
172,1,1,6,1,1
358,15,1,6,1,2
302,1,1,1,1,1
285,1,1,1,1,1
52,1,1,6,1,1
40,2,1,6,8,2
13,1,1,5,1,2
17,1,1,1,1,1
17,1,1,1,1,2
64,2,1,6,1,2
58,1,1,6,1,1
96,1,1,6,1,2
119,1,1,6,1,1
53,4,1,6,1,2
55,1,1,6,1,1
101,4,1,6,1,1
75,1,1,6,1,1
97,1,1,6,1,2
173,1,1,6,6,2
222,1,1,6,6,1
10,1,1,5,1,1
46,1,1,4,1,2
58,2,1,6,8,2
74,1,1,6,1,2
66,1,1,6,1,1
18,1,1,5,1,2
17,1,1,5,1,1
21,1,1,5,1,1
54,2,1,6,1,1
54,1,1,6,1,2
61,1,1,6,1,1
73,1,1,1,1,2
80,1,4,6,6,1
55,1,4,6,6,2
56,2,4,6,8,2
74,2,1,6,8,2
124,1,1,4,1,2
120,1,1,4,1,1
305,1,1,5,1,1
137,2,1,6,8,1
78,1,4,6,1,1
76,1,1,6,1,2
158,1,1,6,1,2
53,1,1,6,1,2
111,1,4,6,6,2
16,1,1,5,1,2
90,1,1,6,1,2
83,1,1,6,1,1
120,1,1,6,1,2
71,1,1,6,1,2
95,1,1,1,1,2
45,1,1,6,1,2
338,1,1,6,1,1
334,1,1,6,1,2
68,1,1,6,1,1
56,1,1,6,1,2
136,1,1,6,1,2
399,1,1,6,2,1
60,1,1,4,1,2
134,2,1,6,1,2
78,2,5,4,8,2
130,1,1,4,2,1
59,1,4,6,6,2
96,3,1,6,6,1
183,1,1,6,2,2
98,1,4,6,2,1
73,1,1,6,1,1
131,1,1,6,1,1
113,1,1,4,1,2
61,1,1,1,1,2
85,1,1,1,1,1
38,1,1,1,1,2
45,1,1,1,1,1
158,1,1,4,1,2
150,1,1,4,1,1
264,1,1,4,1,1
78,2,1,6,1,1
57,2,1,6,1,2
62,11,5,6,1,1
106,1,1,6,1,2
320,1,1,6,1,1
423,1,1,6,1,1
424,1,1,6,1,1
423,1,1,6,8,1
432,2,1,6,1,1
102,1,1,4,1,1
78,1,3,4,1,2
108,8,5,6,1,1
111,8,1,6,1,2
166,2,1,6,1,1
60,1,1,6,1,1
77,9,4,6,8,2
80,2,5,6,8,1
140,2,5,6,8,2
109,2,1,6,8,2
364,1,1,6,2,1
359,1,1,6,2,2
74,1,1,6,1,2
91,1,1,6,1,2
117,1,1,6,1,2
118,1,1,4,1,2
118,1,1,4,1,1
270,1,1,4,1,1
100,1,1,6,3,2
184,1,1,6,3,2
133,2,1,5,1,1
65,1,5,6,6,2
106,1,1,5,1,2
55,1,1,6,1,1
56,1,1,6,1,1
70,1,1,4,1,2
69,1,1,4,1,1
96,1,1,4,1,1
84,1,1,1,1,2
78,1,1,1,1,1
293,1,1,5,1,1
47,1,1,6,1,2
54,1,1,6,1,1
486,1,1,6,9,2
694,1,1,6,9,1
105,1,1,6,1,2
61,1,1,6,6,1
54,1,4,6,6,2
139,1,1,6,1,1
75,1,1,6,1,1
52,1,1,6,1,2
78,1,1,6,1,1
142,15,4,6,1,2
111,1,1,5,2,2
75,1,1,4,1,2
93,1,1,4,1,1
31,1,1,6,1,1
38,2,5,6,8,1
52,2,5,6,8,1
45,1,1,6,1,1
110,1,1,6,1,1
89,1,1,6,1,2
67,1,1,6,2,1
123,1,1,6,2,1
123,1,1,6,2,1
83,1,1,6,9,1
61,1,1,6,1,2
65,1,1,1,1,2
89,1,1,1,9,1
77,2,4,6,1,2
71,2,5,6,1,1
133,2,1,4,1,1
41,2,4,6,1,1
61,24,5,6,1,1
93,2,1,6,1,2
121,1,1,6,2,1
75,1,4,6,6,1
94,1,1,6,1,2
95,1,1,6,1,2
92,1,1,6,1,1
97,2,4,6,8,1
160,2,5,6,8,1
151,2,4,6,1,1
64,1,1,6,1,2
72,1,1,6,1,1
36,1,1,6,1,2
40,1,1,6,1,1
84,1,1,6,1,1
77,1,1,6,1,1
68,1,1,6,1,2
73,1,4,6,6,2
67,1,5,6,6,1
55,1,1,4,1,2
121,1,4,1,6,1
83,1,4,6,6,1
77,1,4,6,6,2
71,1,1,6,1,1
79,1,1,6,1,2
59,2,1,6,1,2
58,2,5,6,8,1
128,11,4,6,1,1
198,11,1,6,1,2
146,11,1,6,1,1
97,1,1,6,1,2
124,3,1,6,1,1
188,2,4,6,1,2
203,2,4,6,1,1
261,2,1,6,1,1
248,2,1,6,1,1
213,2,1,6,1,1
64,1,1,6,1,2
14,1,4,6,6,2
24,1,1,5,1,2
180,1,1,1,1,1
128,1,1,1,1,2
79,1,1,4,1,1
69,1,1,4,1,2
97,2,5,6,1,1
63,1,1,6,1,1
61,2,1,6,1,2
108,2,4,6,1,1
56,1,1,6,1,1
56,1,1,6,1,2
91,2,4,6,9,1
111,2,1,6,1,1
69,2,1,6,1,2
54,7,5,6,1,1
96,7,5,6,1,1
106,2,4,6,9,1
129,1,1,6,1,1
341,1,1,5,1,1
408,1,1,5,1,1
84,1,1,6,1,1
110,2,1,6,1,2
79,2,1,6,1,2
299,1,1,1,1,1
97,1,1,1,9,1
64,1,1,6,1,2
178,1,1,6,1,1
332,1,1,6,1,1
111,2,1,6,8,2
110,2,4,6,8,1
102,2,1,6,8,2
61,1,1,4,1,1
73,1,1,6,1,2
137,1,1,1,1,1
178,2,4,6,9,1
189,2,4,6,9,2
143,2,1,6,8,1
154,1,5,6,6,1
33,2,1,6,8,2
59,2,1,6,8,2
43,1,1,1,1,1
99,1,1,6,1,2
119,1,2,6,1,1
123,1,1,6,1,1
180,1,1,6,1,1
181,1,1,6,1,2
135,1,1,6,1,1
334,1,1,5,2,1
301,1,1,5,2,2
91,1,1,6,1,2
125,1,1,6,1,1
164,2,5,6,8,2
106,2,1,6,1,2
156,2,5,6,1,1
235,2,5,6,1,1
108,2,1,6,1,1
74,1,1,6,1,2
106,2,1,6,9,1
272,1,5,6,1,1
98,1,4,4,6,2
51,1,1,4,1,1
28,1,1,6,1,1
30,1,1,6,1,2
82,1,5,6,1,1
70,1,1,6,1,1
65,1,5,6,1,2
224,1,1,6,1,1
142,1,1,6,1,2
13,1,1,6,3,2
66,2,1,6,1,2
79,2,5,6,1,1
76,2,5,6,1,1
59,1,1,1,2,2
125,1,5,6,6,1
121,1,4,6,6,2
124,1,4,6,6,1
51,1,1,6,1,2
149,1,1,1,2,2
105,7,5,6,1,1
132,7,1,6,1,2
159,2,5,4,1,1
90,1,1,4,1,1
127,1,1,4,1,1
110,1,1,6,1,2
99,1,1,6,1,1
166,1,1,1,1,1
56,1,1,6,1,1
63,1,1,6,1,2
121,2,1,6,1,1
165,2,1,6,1,2
128,1,1,4,1,1
71,23,1,6,1,2
58,1,1,6,1,1
158,1,4,6,7,1
60,1,1,6,1,2
94,1,1,6,9,2
52,1,5,6,1,1
16,1,1,1,1,1
16,1,1,1,1,2
30,1,1,1,1,2
182,1,1,1,2,2
104,1,1,1,2,2
68,1,4,6,6,2
75,1,1,6,6,1
78,1,1,6,1,2
118,1,1,6,1,2
125,1,1,6,1,1
87,1,1,6,6,2
88,9,4,6,8,2
238,24,1,6,9,1
333,1,1,6,9,2
127,1,1,6,1,1
18,1,1,6,9,2
78,1,4,6,6,1
60,1,4,6,6,2
13,1,1,6,1,2
146,2,1,6,1,1
65,1,1,6,1,2
249,14,5,6,8,1
276,14,4,6,8,2
301,14,5,6,8,2
452,14,5,6,8,1
374,14,5,6,8,2
192,14,5,6,8,2
143,1,1,4,1,2
106,1,1,4,1,1
130,1,1,1,1,1
124,1,1,1,1,2
65,1,1,5,1,1
56,2,1,6,1,2
52,2,4,6,1,1
374,1,1,1,1,1
405,1,1,1,1,2
210,7,5,6,8,1
61,1,1,6,1,1
64,1,1,6,1,2
197,2,5,4,1,1
191,1,1,6,1,1
165,2,5,6,1,1
104,1,3,4,1,1
122,19,4,4,1,2
53,1,1,6,1,2
156,1,1,1,1,1
187,1,1,1,1,2
102,2,5,6,1,1
113,2,1,6,1,2
69,1,4,6,6,2
53,2,1,6,8,2
73,1,1,6,1,2
60,1,1,6,1,1
59,1,1,6,1,1
141,1,4,6,6,1
192,2,4,6,1,1
329,1,1,6,3,2
194,2,1,6,1,1
290,16,1,6,1,2
337,2,4,6,8,2
54,1,1,6,1,2
89,2,1,6,1,1
80,2,1,6,1,2
41,2,1,6,8,1
65,1,5,6,1,1
242,1,3,6,1,2
278,1,1,6,1,1
62,1,4,6,1,2
194,1,1,4,1,2
301,1,1,4,1,2
116,2,1,6,1,1
186,2,5,6,1,2
80,1,1,6,1,1
91,1,1,6,1,1
65,2,5,6,8,2
90,2,1,6,8,2
243,2,5,4,1,1
62,1,4,6,6,2
145,2,5,6,1,2
214,2,5,6,1,1
56,1,1,6,1,1
65,1,1,1,2,2
163,1,1,6,1,2
121,1,1,6,1,1
51,1,4,6,6,1
79,1,5,6,6,2
45,1,4,6,6,2
58,1,4,6,1,1
50,1,4,6,1,2
83,1,4,6,1,1
67,1,4,6,6,2
125,1,1,6,1,1
95,1,1,6,1,1
93,1,1,6,1,1
94,1,1,6,1,1
97,1,1,6,6,2
56,1,1,5,2,2
63,1,1,6,1,1
68,1,1,6,1,2
81,1,1,6,1,1
90,2,1,6,1,2
159,2,1,6,1,2
55,1,1,6,1,1
272,1,1,1,2,1
160,1,1,4,1,2
36,1,4,6,6,1
45,1,5,6,6,2
75,1,2,6,6,2
21,1,1,5,9,2
71,1,1,5,9,1
88,1,1,6,2,2
144,2,4,6,1,2
193,2,1,6,1,1
82,1,1,4,2,2
76,1,1,4,1,1
40,1,1,6,1,1
125,1,5,6,1,2
97,1,1,6,1,1
97,1,1,6,1,1
17,1,1,1,1,1
85,1,1,2,1,1
75,1,1,6,1,2
58,1,1,6,1,2
31,1,1,6,1,1
35,1,1,6,1,2
211,1,1,4,1,2
175,1,1,4,1,1
70,1,4,6,6,2
245,11,5,6,1,2
226,2,5,6,1,1
68,1,1,4,1,2
84,1,1,4,1,1
71,1,1,1,1,1
246,2,5,6,8,1
216,2,1,6,8,2
94,1,1,6,1,2
143,1,1,6,1,2
33,1,1,6,3,1
83,1,1,6,1,2
208,1,1,6,1,2
26,1,1,5,1,1
38,1,1,5,1,2
74,1,1,4,1,1
72,1,1,4,1,2
91,1,1,6,1,1
90,1,1,6,1,1
35,1,1,6,1,1
57,2,1,6,9,1
55,2,4,6,8,2
46,1,1,6,1,1
192,2,5,6,1,2
207,2,5,6,1,1
100,1,1,6,1,2
154,2,1,6,1,1
68,1,1,6,1,1
66,1,1,6,1,2
80,1,1,6,2,1
132,1,1,6,2,1
12,1,1,5,2,2
49,1,4,6,6,1
64,1,4,6,6,1
81,1,5,6,6,1
70,1,4,6,6,2
76,1,4,6,6,2
152,2,1,6,1,1
191,2,1,6,1,1
159,2,1,6,1,2
160,2,1,6,1,2
80,1,1,6,1,1
72,1,1,6,1,2
99,1,1,6,1,2
118,7,1,6,8,1
42,1,1,1,1,2
105,1,1,1,1,2
123,1,1,1,1,1
98,1,1,6,2,2
134,1,1,6,1,1
155,1,1,6,1,2
340,1,1,1,2,2
549,1,1,1,2,1
111,1,1,6,1,2
112,1,5,6,1,1
33,2,4,6,1,2
55,2,1,6,1,1
37,2,1,6,1,1
49,2,1,6,1,2
68,1,1,6,6,1
139,1,1,6,1,2
121,1,1,6,1,1
60,2,5,6,1,1
64,2,5,6,1,2
163,2,1,6,1,1
162,2,1,6,1,2
199,2,1,6,1,2
37,1,1,1,1,2
65,1,1,6,1,1
73,1,1,6,1,1
41,1,1,6,1,2
48,2,1,6,8,1
54,1,1,6,1,2
37,1,1,6,9,1
57,1,1,6,1,1
69,1,1,6,1,2
72,24,5,6,1,1
84,11,4,6,8,2
100,2,4,6,9,1
51,1,1,6,1,1
70,1,1,1,2,2
112,1,1,6,1,2
119,1,5,6,1,1
42,1,1,5,1,1
18,1,1,6,1,2
71,1,1,6,1,1
79,1,1,6,6,2
36,1,1,5,1,2
174,1,1,6,1,1
56,1,1,4,1,1
128,1,1,6,1,2
174,1,1,6,1,2
65,1,1,6,2,2
103,11,4,6,2,1
120,11,5,6,2,1
109,11,5,6,2,2
62,1,1,6,1,2
54,2,1,6,1,1
138,2,4,6,1,1
202,2,5,6,1,1
84,1,1,1,1,2
110,1,1,6,1,1
140,1,1,6,1,1
127,1,1,6,1,1
134,1,1,6,1,1
170,1,5,6,6,1
77,1,1,6,1,1
124,2,1,4,1,2
64,1,1,6,1,1
71,1,1,6,1,2
78,1,1,6,1,1
69,1,5,6,6,1
83,1,5,6,6,2
231,1,1,6,1,2
34,1,1,6,1,2
46,1,1,2,1,1
54,1,4,6,6,1
84,1,4,6,6,1
84,1,4,6,6,1
96,1,1,1,1,1
85,1,1,1,1,2
51,1,4,6,6,1
57,1,4,6,6,2
95,1,1,6,1,2
37,1,1,6,6,1
29,1,1,6,1,2
20,1,1,6,1,1
70,2,4,6,1,2
59,9,3,6,1,1
73,1,1,1,1,1
101,1,1,1,1,2
85,1,1,6,1,1
64,1,1,6,1,2
110,1,1,2,1,2
86,7,4,6,8,2
98,1,4,6,1,1
152,1,1,4,1,1
93,1,1,6,1,2
42,1,1,1,1,2
28,1,1,1,1,1
86,1,1,6,1,2
76,1,1,6,1,1
94,1,1,6,1,1
190,1,1,4,1,2
148,1,1,4,1,1
74,3,1,4,3,2
141,2,4,6,8,1
95,2,4,6,1,1
68,2,5,6,1,2
115,2,4,6,1,1
80,2,4,6,1,2
104,1,1,4,1,2
81,1,1,5,1,2
100,1,1,5,1,1
85,1,1,5,1,2
264,1,1,6,1,2
120,1,1,6,1,1
136,1,1,6,1,2
57,1,1,6,1,1
99,2,1,6,1,1
136,1,1,6,1,1
45,1,1,6,1,1
55,1,1,6,1,1
76,1,1,6,1,2
223,1,1,6,1,2
39,1,1,6,1,2
46,1,1,6,1,1
97,2,1,4,1,2
73,2,4,6,1,1
96,2,1,6,1,2
77,2,1,6,1,1
136,1,1,6,1,1
55,1,1,4,1,2
37,1,1,6,1,1
37,1,1,6,1,1
223,1,1,6,1,2
39,1,1,5,1,2
44,1,1,5,1,1
124,1,1,1,1,2
119,1,1,1,1,2
59,1,1,6,1,1
62,1,1,6,1,2
36,1,1,5,1,1
52,2,1,5,1,2
129,1,1,1,1,2
75,1,1,6,1,1
93,1,1,6,1,1
199,1,1,6,1,1
171,7,4,6,8,2
199,7,5,6,8,2
75,1,1,6,1,1
131,1,5,6,1,2
141,1,1,6,1,1
43,1,1,6,1,1
44,1,4,6,6,2
50,1,1,6,1,1
85,2,5,6,5,1
97,2,5,6,5,2
176,2,5,6,5,1
125,1,1,6,1,2
127,1,1,6,1,1
138,1,1,6,1,2
78,4,1,6,1,1
73,2,1,6,1,2
96,1,5,6,1,1
76,1,1,5,1,2
126,1,1,5,1,1
105,1,4,6,6,1
132,1,1,4,1,1
137,1,1,4,1,2
144,2,5,6,8,1
78,1,1,1,1,1
65,1,1,6,1,1
54,1,1,6,1,1
61,1,1,6,1,2
16,1,1,1,1,1
67,1,1,4,1,2
62,7,1,6,8,1
101,7,4,6,1,1
103,1,1,6,1,2
159,7,1,6,1,1
171,2,5,6,8,1
79,1,1,6,1,2
84,1,1,6,2,1
103,1,1,5,1,2
77,2,1,6,1,1
151,1,4,6,6,1
118,1,4,6,6,2
155,1,4,6,6,2
136,1,1,6,6,1
46,2,1,6,1,1
57,1,4,6,2,1
47,1,1,5,1,2
72,1,1,1,1,2
109,1,1,1,1,1
98,1,1,6,1,1
419,1,1,6,1,2
364,1,1,6,1,1
111,1,1,4,3,2
40,1,1,6,1,2
434,1,1,4,1,1
142,1,1,6,6,1
59,1,1,6,1,1
7,1,1,1,1,1
85,1,1,4,5,2
145,1,1,4,5,1
116,1,1,4,5,2
78,1,4,6,6,1
93,1,4,6,6,2
108,1,4,6,6,1
102,1,4,6,6,1
110,15,1,6,1,1
56,1,5,6,6,2
29,1,4,4,2,1
69,11,4,6,8,2
78,5,5,6,8,2
100,1,1,6,1,1
222,1,5,6,6,2
344,1,1,6,6,1
123,1,1,5,1,1
51,1,5,6,6,1
54,1,5,6,6,2
184,1,1,4,1,1
232,1,3,4,1,1
232,1,1,4,1,1
151,1,1,6,6,1
147,1,1,6,6,2
69,7,4,6,8,1
36,1,1,6,1,1
33,1,1,6,1,2
64,1,1,6,1,1
65,1,1,6,1,2
127,1,1,5,1,2
229,1,1,5,1,1
56,2,1,6,6,1
67,1,1,6,9,2
112,1,1,6,1,2
72,1,1,6,1,2
65,1,1,6,1,1
115,1,5,6,6,1
82,1,4,6,6,1
88,1,4,6,6,2
109,1,4,6,1,1
110,1,4,6,1,2
104,2,1,4,1,1
49,2,1,6,9,1
43,2,1,6,9,2
50,1,1,6,3,2
245,1,1,4,2,1
61,1,1,6,1,1
190,2,5,6,1,1
154,2,5,6,1,2
61,2,1,6,9,2
152,2,4,6,1,1
146,2,5,6,1,2
126,2,1,6,1,1
230,1,1,1,2,1
75,7,4,6,1,1
58,7,4,6,1,2
61,7,1,6,1,2
344,1,1,6,1,1
302,1,1,6,1,1
357,1,4,6,1,2
55,1,1,6,1,1
46,1,1,6,1,2
122,1,1,6,1,2
97,1,1,6,1,1
61,1,1,4,1,1
151,1,1,5,1,1
132,1,1,5,1,2
89,1,1,6,1,1
12,1,1,1,1,2
8,1,1,1,1,1
101,11,4,6,1,2
107,11,4,6,1,1
83,1,1,6,6,1
41,1,1,6,6,2
39,2,5,5,8,1
18,1,1,6,3,2
160,2,4,6,8,1
97,2,1,6,1,1
139,2,1,6,1,2
149,2,5,6,1,1
139,1,1,6,1,1
72,1,5,4,6,1
105,1,1,6,1,1
78,1,1,6,1,2
179,1,1,6,1,1
37,2,4,6,1,2
60,2,1,6,1,2
12,1,1,6,1,1
993,1,4,6,9,2
64,1,1,6,1,2
69,1,1,6,1,2
126,1,4,6,6,1
113,1,4,6,6,2
195,1,1,6,6,1
179,1,1,6,6,2
89,1,1,6,1,2
70,1,1,6,1,1
82,1,1,4,1,2
163,2,5,6,1,1
144,2,5,6,1,2
179,2,1,6,1,1
180,2,1,6,1,1
196,2,1,6,1,2
66,1,1,6,1,2
103,24,1,6,1,2
81,2,4,6,8,2
76,2,5,6,8,1
75,2,1,6,8,1
123,2,1,4,1,2
150,1,1,4,1,1
203,2,1,4,1,1
32,1,1,4,1,2
79,1,1,2,1,1
27,1,4,2,6,2
66,1,1,1,1,2
68,2,5,1,1,1
39,1,1,6,1,1
62,1,1,6,1,1
47,1,1,6,1,2
77,2,5,6,1,1
174,2,4,6,1,1
174,1,4,6,6,2
105,1,4,6,1,1
