PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
360,1,25,1,1,1,1,15113X
71,1,48,1,1,1,1,15113X
96,1,13,1,7,4,2,151150
174,1,55,1,1,1,1,113021
54,17,11,1,3,4,1,113021
22,1,36,1,1,1,2,151150
107,1,6,2,1,1,1,151121
116,1,48,1,1,1,2,151142
105,1,44,1,1,1,2,151121
80,1,42,1,1,1,1,151131
102,1,8,1,1,1,1,151150
105,1,34,1,1,1,2,113021
91,1,9,2,1,1,1,15113X
78,1,48,1,1,1,2,151121
94,1,6,1,5,5,1,15113X
69,1,6,1,1,1,2,172061
79,1,40,1,1,1,1,151143
68,1,48,1,5,4,1,151150
65,1,4,6,4,5,2,15113X
59,1,48,1,1,1,2,151131
102,2,48,1,1,1,2,151121
92,1,48,1,1,1,1,151131
69,1,24,1,1,1,1,151150
290,1,6,1,1,1,1,151142
74,1,42,1,1,1,2,151142
54,1,48,1,1,1,1,113021
93,1,36,1,5,5,1,15113X
97,1,48,1,1,1,1,151131
64,1,48,1,1,1,2,151150
89,1,6,1,1,1,1,113021
256,1,49,1,1,1,1,151150
75,1,39,1,1,1,1,151131
306,2,53,9,1,1,1,151150
60,1,36,6,4,5,2,151131
82,1,51,1,1,1,1,151134
94,1,44,1,1,1,2,151142
139,1,55,1,1,1,1,151131
148,1,42,1,1,1,1,151199
103,1,6,6,1,1,2,15113X
60,2,48,1,1,1,1,151199
71,1,13,1,5,5,1,15113X
27,1,17,1,1,1,1,151142
77,1,36,1,1,1,2,151121
109,1,51,1,1,1,1,15113X
125,18,51,1,3,5,1,15113X
150,24,48,8,1,1,1,151150
90,1,6,1,1,1,2,151131
141,1,6,1,1,1,2,151141
67,1,34,6,4,4,1,151121
85,1,36,6,4,4,2,151131
62,1,25,1,1,1,2,113021
40,1,48,1,1,1,1,151150
58,1,1,1,1,1,1,15113X
78,1,36,1,1,1,1,151121
43,1,39,1,1,1,2,151121
296,1,24,2,1,1,2,151134
61,1,41,1,1,1,1,15113X
84,1,24,1,1,1,1,15113X
56,1,12,1,1,1,1,151150
79,1,45,1,1,1,1,151131
67,1,48,1,1,1,1,151142
82,1,25,1,1,1,1,151150
65,1,51,1,1,1,1,151199
95,1,42,1,1,1,2,151141
112,1,13,9,4,5,1,15113X
52,1,13,9,4,5,2,15113X
102,1,13,9,4,5,2,15113X
106,1,42,1,1,1,1,15113X
79,1,6,6,4,5,1,15113X
68,1,9,1,1,1,1,151150
106,1,51,6,4,4,1,151142
75,1,17,1,1,1,1,113021
25,1,42,1,1,1,1,151150
88,1,6,1,1,1,1,113021
82,1,4,1,1,1,1,15113X
77,1,4,1,1,1,2,15113X
70,1,36,1,1,1,1,15113X
62,1,36,1,1,1,1,151150
292,1,6,6,1,1,1,151131
85,1,6,9,1,1,1,151150
61,1,8,1,1,1,1,151121
75,1,25,2,1,1,2,151121
72,1,17,1,1,1,1,113021
73,1,47,1,1,1,2,151134
95,1,24,1,1,1,1,151131
108,1,34,2,1,1,1,172061
86,1,6,6,1,1,1,15113X
32,1,24,6,4,5,1,151143
61,1,12,1,1,1,1,15113X
148,1,4,6,4,5,1,151131
84,1,53,1,1,1,1,15113X
150,1,27,1,1,1,1,151121
107,1,44,1,1,1,1,15113X
54,1,17,1,1,1,1,113021
100,1,51,2,1,1,1,151121
85,1,48,1,1,1,2,151121
79,1,6,6,4,5,1,15113X
84,2,17,8,3,4,1,151141
29,1,25,1,1,1,1,113021
74,1,6,1,1,1,2,113021
141,1,27,1,1,1,1,151143
105,1,4,1,1,1,1,151131
105,1,4,1,1,1,2,151122
87,1,8,1,1,1,1,151131
9,1,26,1,1,1,1,151121
60,1,36,1,1,1,1,151199
62,1,36,1,1,1,2,113021
215,1,11,1,1,1,1,151199
124,1,26,1,1,1,1,151131
114,1,27,1,1,1,1,151134
67,1,37,1,1,1,1,15113X
112,1,42,1,1,1,1,15113X
69,1,12,1,1,1,1,151150
40,1,55,1,1,1,2,151142
128,1,17,6,4,5,1,151134
57,2,6,1,1,1,2,151131
74,1,24,1,1,1,1,151134
116,1,24,1,7,3,1,151134
88,1,40,1,1,1,1,151143
158,1,48,1,1,1,1,113021
84,1,25,1,1,1,1,151150
81,1,48,1,5,5,1,15113X
77,1,48,1,1,1,1,15113X
73,1,47,1,1,1,1,113021
55,1,24,6,4,4,1,15113X
81,1,4,1,1,1,2,113021
70,1,48,1,1,1,1,151121
191,1,32,1,1,1,1,151134
286,1,6,6,4,4,1,151131
132,1,42,1,1,1,1,151150
67,1,6,6,1,1,2,151150
56,1,48,1,1,1,2,113021
46,1,13,1,1,1,1,151199
261,1,51,1,5,4,1,15113X
93,1,51,1,1,1,1,151121
44,2,26,1,1,1,1,151199
93,1,37,2,1,1,2,151142
78,1,53,1,1,1,1,113021
227,1,24,1,1,1,1,151131
83,1,49,1,1,1,1,113021
65,1,34,6,4,5,1,151131
87,1,6,1,1,1,1,151121
59,1,36,1,1,1,1,113021
106,1,49,1,1,1,1,151142
117,1,1,1,1,1,1,151141
99,1,1,1,1,1,2,151150
57,1,6,6,4,5,1,15113X
97,1,6,1,1,1,1,15113X
68,1,12,1,1,1,1,151142
116,1,17,6,4,4,1,151121
118,1,17,6,4,4,2,151131
81,1,16,1,1,1,1,151150
66,1,37,1,1,1,1,151121
98,1,25,1,1,1,2,151142
66,1,6,1,1,1,1,15113X
102,1,24,9,1,1,1,151150
97,1,1,1,1,1,1,151150
168,1,36,2,1,1,1,151199
257,1,35,1,1,1,1,151199
227,2,17,8,1,1,1,151143
82,1,24,1,4,4,1,15113X
95,1,6,1,1,1,2,151199
90,1,17,1,1,1,1,15113X
69,1,17,1,1,1,1,15113X
107,1,2,1,1,1,2,151121
89,1,48,1,1,1,1,15113X
254,2,48,1,1,1,1,151199
102,1,32,1,1,1,1,151131
88,1,12,1,1,1,2,151121
85,1,26,1,1,1,2,151131
17,1,21,1,1,1,1,151150
197,13,51,1,3,5,1,113021
319,13,11,1,3,5,1,15113X
150,1,55,1,1,1,1,151131
116,1,36,1,1,1,1,151131
71,1,34,1,1,1,1,113021
98,1,21,1,1,1,1,151121
94,1,48,1,1,1,1,15113X
114,1,48,1,1,1,2,15113X
102,1,12,6,4,4,1,15113X
95,1,48,1,1,1,1,151141
91,1,2,1,1,1,1,151121
61,1,42,6,4,5,1,15113X
47,1,42,6,4,5,2,151131
68,1,36,1,5,4,1,151199
88,1,25,1,1,1,2,15113X
71,1,12,1,1,1,1,15113X
41,1,42,5,1,1,1,151199
81,1,41,1,5,5,1,15113X
53,1,6,6,4,4,1,15113X
119,1,49,1,1,1,1,151150
64,1,12,1,1,1,1,113021
26,1,48,1,1,1,1,151199
86,1,48,1,1,1,1,15113X
58,1,32,7,2,2,1,151134
124,1,17,1,1,1,2,113021
67,1,25,1,5,4,1,15113X
61,1,25,1,5,4,2,15113X
35,1,27,1,1,1,2,151131
92,1,17,1,1,1,2,151121
438,1,42,1,1,1,2,151121
97,1,51,1,5,3,1,151131
93,1,25,1,1,1,1,15113X
83,1,48,1,1,1,2,113021
112,1,51,1,1,1,1,15113X
90,1,26,1,1,1,2,151150
133,2,6,1,3,5,2,15113X
74,1,37,1,1,1,2,151199
37,1,53,6,1,1,1,151142
89,1,25,1,1,1,1,151131
62,1,17,1,1,1,1,151122
72,1,53,9,1,1,1,113021
60,1,36,1,5,5,1,151111
75,1,6,6,4,4,1,15113X
40,1,32,1,1,1,1,151199
18,1,29,1,1,1,1,15113X
75,1,1,1,1,1,1,172061
86,1,36,6,4,4,1,151143
32,1,19,1,1,1,1,151131
223,1,36,2,3,4,1,151121
72,2,6,1,1,1,1,151150
97,1,48,1,1,1,1,113021
57,1,6,1,1,1,1,15113X
69,1,13,1,1,1,1,15113X
143,1,27,1,1,1,1,151143
139,1,29,6,4,4,1,151121
43,5,12,9,1,1,2,151142
74,1,36,6,5,4,1,151121
104,1,8,1,1,1,1,151142
95,1,25,1,1,1,1,15113X
166,1,34,6,4,5,1,15113X
324,1,36,6,4,5,1,151150
107,1,24,6,1,1,1,151131
94,1,26,1,1,1,2,15113X
56,1,25,1,4,4,1,15113X
73,1,45,1,1,1,1,15113X
141,1,26,6,4,4,1,172061
139,1,26,6,4,4,2,172061
83,1,6,1,1,1,2,151199
89,1,6,1,1,1,1,15113X
101,1,53,1,1,1,2,151199
109,1,36,1,1,1,2,151121
92,1,5,1,1,1,2,151121
74,1,34,6,4,4,1,15113X
100,1,8,1,1,1,1,151134
104,1,36,6,4,5,1,151141
212,1,36,6,4,5,1,151141
139,1,36,6,4,5,1,151141
137,1,36,6,4,5,1,113021
55,1,49,1,1,1,1,151131
76,1,4,1,1,1,1,15113X
28,1,42,1,1,1,1,151131
45,1,48,6,4,5,2,151131
44,1,48,6,4,5,1,151131
59,1,34,6,4,5,1,113021
26,1,42,1,1,1,1,15113X
27,1,36,1,1,1,1,15113X
31,1,36,1,1,1,2,15113X
77,1,36,1,1,1,2,151141
88,1,8,1,1,1,2,151141
68,1,6,2,1,1,2,113021
115,1,6,1,1,1,2,151134
75,1,53,1,1,1,1,151121
86,1,51,1,1,1,1,151131
117,1,36,1,1,1,1,151131
88,1,6,1,1,1,2,15113X
58,1,4,1,1,1,1,113021
135,24,36,1,1,1,1,151121
78,1,16,1,1,1,1,113021
52,1,12,1,1,1,1,151150
65,1,48,1,1,1,2,151131
62,1,48,1,1,1,1,15113X
65,2,4,1,3,4,1,151131
61,15,48,1,3,5,1,15113X
117,1,39,1,1,1,1,151150
92,1,8,1,1,1,2,151199
91,1,49,1,1,1,1,15113X
68,1,17,6,4,5,1,151141
23,1,6,1,1,1,1,113021
94,1,37,1,1,1,1,151131
45,1,48,1,1,1,2,151150
66,1,6,1,1,1,1,15113X
282,1,51,2,6,5,1,151143
91,1,17,1,1,1,1,15113X
67,1,34,2,6,4,1,151150
68,1,48,6,4,5,1,151121
69,1,6,1,1,1,2,151150
76,21,32,1,3,5,1,15113X
70,1,53,6,4,4,1,15113X
184,1,51,1,1,1,1,151143
94,1,48,1,1,1,1,151131
71,11,6,1,3,4,1,15113X
181,1,27,1,1,1,1,15113X
79,1,36,2,1,1,1,113021
68,1,32,1,1,1,1,151131
113,1,27,1,1,1,1,151150
94,1,27,1,1,1,2,151150
82,1,6,6,4,4,1,15113X
95,1,26,1,1,1,2,151121
107,1,39,1,1,1,2,151142
59,3,24,2,1,1,2,151121
108,1,53,1,1,1,1,15113X
54,1,55,6,1,1,1,15113X
46,1,6,6,4,4,1,151199
59,1,24,1,1,1,2,15113X
76,1,42,1,1,1,1,15113X
97,1,17,1,1,1,1,151142
96,1,17,1,1,1,2,151121
118,1,4,1,1,1,1,151131
150,1,39,2,1,1,2,151121
89,1,41,1,1,1,1,113021
89,1,51,1,1,1,2,15113X
93,1,51,1,1,1,1,113021
56,1,6,6,4,4,1,151150
64,1,6,6,1,1,1,151131
68,1,53,1,1,1,1,151131
77,1,37,1,1,1,2,151131
259,1,51,2,1,1,2,151142
229,1,51,2,1,1,1,151142
86,5,12,1,3,5,1,151121
77,1,30,1,1,1,1,151134
184,1,6,1,1,1,1,151131
166,1,55,1,5,5,2,15113X
63,1,37,1,1,1,1,113021
116,1,48,1,1,1,1,151142
55,1,6,6,4,4,1,15113X
95,1,39,1,1,1,1,151141
60,1,41,1,1,1,2,151150
325,1,53,1,1,1,1,113021
54,1,36,1,5,4,1,151131
68,1,48,6,4,4,1,15113X
90,1,48,6,4,4,2,15113X
118,1,36,1,1,1,1,113021
80,1,25,6,4,4,1,151131
118,1,25,6,1,1,1,151150
72,1,6,1,1,1,1,151131
78,1,6,1,1,1,1,15113X
77,1,33,9,1,1,1,151134
113,1,17,1,1,1,1,151131
84,1,6,1,1,1,2,151121
82,1,48,1,1,1,1,151122
61,1,6,6,4,4,2,151131
202,1,27,1,1,1,2,151199
84,1,51,1,1,1,1,151121
62,1,1,1,1,1,1,15113X
212,1,51,2,6,5,2,151150
86,1,48,1,1,1,1,15113X
68,1,6,1,5,5,1,151121
70,1,17,1,1,1,2,113021
56,1,9,1,1,1,1,151143
96,1,47,1,1,1,1,113021
65,1,18,1,1,1,1,151150
103,1,41,1,1,1,1,15113X
58,1,8,1,1,1,2,151131
19,1,19,1,1,1,2,113021
63,1,48,1,1,1,2,113021
71,1,13,1,1,1,1,15113X
91,1,37,1,1,1,2,113021
83,1,6,6,4,5,2,15113X
68,1,6,6,4,4,1,15113X
65,1,9,1,1,1,1,113021
76,1,1,1,1,1,2,151199
118,1,21,1,1,1,2,151199
94,1,42,1,1,1,1,151121
62,1,37,1,1,1,1,151121
100,1,25,6,4,5,1,15113X
109,23,8,9,1,1,1,151199
86,1,26,1,1,1,2,151134
86,1,48,1,1,1,1,113021
127,1,36,6,4,5,1,151143
122,1,19,1,1,1,1,151121
113,1,17,1,1,1,1,15113X
58,1,6,1,1,1,1,151131
190,1,24,2,1,1,2,113021
63,1,13,2,1,1,2,151199
22,1,41,1,1,1,1,172061
94,1,6,6,4,4,1,15113X
180,1,6,6,1,1,1,15113X
100,1,48,1,1,1,1,151131
86,1,24,1,1,1,1,151131
88,1,25,1,1,1,2,151150
39,1,27,1,1,1,2,151150
260,2,48,1,1,1,1,151142
43,1,41,1,1,1,1,15113X
19,1,36,1,1,1,1,151199
74,1,6,6,1,1,1,151142
53,1,37,6,4,5,1,151199
94,1,35,1,5,5,1,15113X
157,1,27,1,1,1,2,151121
21,1,4,6,4,5,1,15113X
106,1,17,1,1,1,2,151121
167,1,27,1,7,5,1,151131
265,1,17,6,4,5,2,151121
99,1,41,1,1,1,1,151150
98,1,41,1,1,1,1,151150
87,1,6,6,4,4,1,151134
46,2,6,1,1,1,1,15113X
119,1,26,1,1,1,1,151142
116,1,20,1,1,1,1,151150
227,1,49,1,1,1,1,113021
80,1,36,1,1,1,1,151150
286,1,25,6,4,5,1,151142
139,1,36,9,4,5,1,15113X
33,1,48,2,1,1,1,151131
130,1,1,1,1,1,2,151131
242,1,4,1,1,1,1,151131
22,1,34,1,1,1,1,113021
77,1,51,1,1,1,1,15113X
97,1,6,1,1,1,1,15113X
100,1,17,1,1,1,2,113021
89,2,6,1,3,4,1,151150
298,1,13,1,1,1,1,151131
99,1,55,1,1,1,1,15113X
122,1,20,1,1,1,1,15113X
68,1,6,6,1,1,1,113021
84,1,6,1,5,5,1,15113X
110,1,48,1,1,1,1,113021
78,1,36,1,1,1,2,151150
115,11,48,1,3,4,2,151199
82,1,8,1,1,1,1,151142
79,1,39,1,1,1,1,113021
59,1,48,1,1,1,2,113021
58,1,48,1,1,1,1,113021
94,1,45,1,1,1,1,151131
69,1,6,1,1,1,1,151142
102,1,6,1,1,1,2,15113X
104,1,6,1,1,1,1,15113X
91,1,24,1,1,1,1,151122
61,1,11,1,5,5,1,113021
63,1,12,1,1,1,2,151134
78,4,12,1,3,4,1,151121
106,1,55,1,1,1,2,151141
58,1,53,6,4,4,1,15113X
16,1,47,1,1,1,1,151141
66,1,53,1,1,1,1,15113X
95,1,24,1,1,1,1,15113X
86,1,6,1,1,1,1,151131
99,1,13,1,1,1,1,151111
84,1,29,1,1,1,1,113021
258,1,6,1,1,1,1,151121
170,1,42,1,1,1,1,151121
172,1,19,1,1,1,1,15113X
76,1,8,1,1,1,1,151199
84,1,51,1,1,1,1,15113X
73,2,4,1,1,1,1,151150
60,1,39,6,4,4,2,15113X
75,1,51,1,1,1,1,15113X
79,1,53,1,1,1,1,113021
82,1,6,1,1,1,1,15113X
108,1,51,1,7,3,1,151142
50,1,12,2,1,1,2,151150
78,1,12,1,1,1,1,113021
65,1,34,6,4,5,1,15113X
131,1,23,1,1,1,2,151199
76,1,18,6,4,5,1,15113X
81,1,37,1,1,1,1,113021
85,1,5,1,1,1,1,15113X
64,1,53,1,1,1,1,151131
99,1,13,1,4,5,1,151131
114,1,13,1,4,5,2,151131
95,1,45,1,1,1,1,151150
92,1,42,1,1,1,1,113021
79,1,51,1,1,1,1,15113X
100,2,6,8,1,1,1,113021
90,2,48,1,1,1,1,151199
78,1,48,2,1,1,1,151131
58,1,25,6,4,4,1,151142
68,1,53,1,1,1,1,15113X
173,1,4,1,1,1,1,151150
99,1,8,6,4,4,1,172061
72,1,51,1,1,1,2,151131
132,1,17,1,1,1,2,151150
74,1,12,1,1,1,1,151141
483,1,1,2,1,1,2,151150
57,1,6,1,1,1,1,15113X
74,1,13,1,1,1,1,15113X
173,1,21,1,1,1,1,113021
117,1,24,1,1,1,2,113021
69,1,20,1,1,1,1,15113X
84,1,26,1,1,1,1,15113X
92,1,25,1,1,1,1,113021
82,1,36,1,1,1,1,151143
82,1,13,2,1,1,1,151142
124,2,35,1,1,1,2,15113X
162,1,12,2,1,1,1,151134
130,1,40,1,1,1,1,151142
105,1,42,1,1,1,2,151142
114,1,21,1,1,1,2,151134
86,1,36,1,1,1,1,151121
75,1,6,6,1,1,1,15113X
260,1,49,1,4,4,1,151121
104,1,42,1,1,1,1,113021
118,1,36,1,1,1,1,151121
82,1,25,1,1,1,1,15113X
58,1,13,1,1,1,1,151199
132,1,27,1,1,1,2,151121
104,1,41,1,1,1,1,15113X
72,1,6,1,1,1,1,15113X
84,1,24,1,1,1,1,151199
105,1,48,1,1,1,2,151121
86,1,44,1,1,1,1,151121
100,1,53,1,1,1,1,15113X
95,1,53,1,1,1,2,151150
155,1,1,1,1,1,1,151122
87,1,37,6,4,4,1,151150
117,1,48,1,1,1,1,15113X
43,1,51,1,1,1,1,151121
86,1,6,6,4,5,1,15113X
66,1,6,1,5,5,1,15113X
223,1,51,1,1,1,1,151150
134,1,48,2,1,1,2,151150
49,1,45,2,1,1,2,151150
68,1,6,1,1,1,1,151121
54,1,12,1,1,1,1,151121
346,1,42,6,4,5,1,15113X
62,1,6,1,1,1,1,172061
81,1,12,1,1,1,2,151121
72,1,6,9,1,1,1,151150
86,1,12,1,1,1,1,15113X
69,3,36,1,1,1,1,151199
89,1,6,1,5,5,1,151131
83,1,11,2,1,1,1,151121
222,1,29,1,1,1,1,151111
88,1,6,1,1,1,2,151199
133,1,42,1,1,1,1,15113X
118,1,27,1,1,1,1,151121
144,1,46,1,1,1,2,151150
104,1,8,1,1,1,2,151150
156,24,48,6,1,1,1,15113X
61,1,36,6,4,4,1,151150
55,1,36,6,4,4,2,151121
128,1,39,1,1,1,1,151142
83,24,48,9,1,1,2,113021
66,1,12,1,1,1,1,151142
336,1,36,1,1,1,1,151121
134,1,1,1,1,1,1,151121
73,1,48,1,1,1,2,113021
120,1,35,6,4,5,1,15113X
77,1,36,1,1,1,1,151121
100,1,11,1,1,1,1,113021
98,1,51,1,5,3,1,15113X
86,1,41,1,1,1,2,151134
76,1,39,1,1,1,2,113021
72,1,6,9,7,4,2,15113X
26,1,19,1,1,1,2,151131
86,1,6,1,1,1,1,151131
113,1,24,6,4,4,2,15113X
82,1,6,6,4,5,1,151142
74,1,11,6,4,4,2,151122
72,1,53,1,5,5,1,113021
94,1,51,1,1,1,1,151142
312,1,24,1,1,1,2,151122
74,1,32,1,1,1,1,151122
194,1,44,1,1,1,2,151199
190,1,48,6,4,4,1,15113X
57,1,6,1,1,1,1,15113X
123,1,6,6,4,5,1,15113X
85,1,6,6,4,4,1,15113X
62,1,6,6,4,4,1,15113X
64,1,9,1,1,1,2,151131
64,1,24,6,4,4,1,113021
95,1,55,1,1,1,1,151131
130,1,18,7,1,1,1,151122
72,1,6,1,7,5,1,113021
120,1,40,1,1,1,1,151131
233,1,40,1,1,1,1,151131
34,1,55,1,1,1,2,151141
100,1,26,6,4,5,1,15113X
93,1,34,1,1,1,1,151121
79,1,13,1,1,1,2,113021
101,1,6,1,1,1,2,151131
87,1,48,1,1,1,1,151142
73,1,51,9,1,1,2,15113X
90,1,34,1,1,1,1,151134
119,1,6,6,1,1,2,113021
292,1,36,6,4,3,1,151199
153,1,55,1,1,1,1,15113X
78,24,48,1,1,1,1,151142
30,1,23,1,1,1,2,151142
63,1,41,1,1,1,2,151150
123,1,25,1,1,1,2,15113X
120,1,24,2,1,1,1,113021
94,1,11,2,1,1,2,15113X
49,1,21,1,1,1,2,151141
93,1,37,1,1,1,2,151150
108,1,37,1,1,1,1,151150
68,1,34,1,1,1,2,151150
62,1,13,1,1,1,2,151134
56,1,6,1,1,1,1,15113X
65,1,6,6,4,4,1,151122
83,1,36,2,1,1,2,151199
127,1,36,6,4,5,1,151150
242,1,6,6,4,4,1,151150
132,1,42,1,1,1,1,151131
84,1,39,1,1,1,1,15113X
108,1,24,1,1,1,1,151150
37,1,12,1,1,1,1,151121
66,1,36,1,1,1,1,151131
20,1,21,1,1,1,1,113021
82,1,12,1,1,1,1,15113X
95,1,17,1,1,1,2,113021
159,1,32,1,1,1,1,113021
51,1,41,1,1,1,2,151121
71,1,8,1,1,1,2,151150
59,1,6,6,4,5,2,15113X
59,1,6,6,4,5,1,15113X
96,1,36,1,1,1,2,113021
67,1,37,1,1,1,1,151131
56,1,6,1,1,1,1,151150
77,1,48,1,1,1,1,113021
73,1,12,1,1,1,1,151131
130,1,42,1,1,1,1,15113X
284,1,8,1,1,1,1,151150
99,1,51,1,1,1,2,151122
95,1,29,2,1,1,2,151121
88,1,48,6,4,5,1,15113X
131,1,8,1,1,1,1,151150
70,1,6,1,1,1,2,151121
91,1,13,1,1,1,1,151199
77,1,39,2,1,1,2,15113X
295,1,24,1,5,4,1,151143
112,1,42,1,1,1,2,151199
16,1,5,1,1,1,1,151131
105,1,36,1,1,1,2,151121
62,1,6,1,1,1,1,151142
100,1,22,1,1,1,2,113021
186,1,36,5,3,5,1,151131
59,2,48,1,1,1,1,151150
102,1,22,1,1,1,1,151131
75,1,6,6,4,4,1,151131
84,1,26,1,1,1,2,15113X
84,1,51,1,1,1,1,15113X
128,1,41,1,1,1,2,151150
100,1,39,1,1,1,1,151150
93,1,6,1,1,1,1,15113X
77,1,26,6,4,4,2,15113X
105,1,39,1,1,1,2,151121
89,1,42,1,1,1,1,151131
89,1,6,1,1,1,2,113021
15,1,48,1,1,1,1,151134
54,1,34,1,1,1,1,151131
95,1,53,1,1,1,1,172061
75,1,24,1,5,3,1,151131
57,1,51,6,4,4,1,113021
53,1,42,1,1,1,1,151150
68,1,42,1,1,1,2,113021
143,1,55,1,1,1,1,15113X
90,1,13,1,6,5,1,15113X
15,1,29,1,1,1,1,151199
86,1,26,1,1,1,2,151121
70,1,6,1,1,1,2,113021
60,1,4,1,1,1,1,151199
118,1,24,2,1,1,1,151111
58,1,51,1,1,1,1,15113X
67,1,6,1,1,1,1,15113X
63,1,8,1,1,1,1,151142
174,1,42,1,1,1,1,151199
202,1,34,8,3,4,1,151150
95,1,6,1,1,1,1,113021
91,1,48,1,1,1,1,151134
93,1,53,1,1,1,1,172061
274,1,6,1,1,1,2,151199
75,1,34,9,1,1,2,151134
98,1,6,6,4,4,2,151141
86,1,6,1,1,1,2,113021
78,1,25,1,1,1,1,151150
113,1,50,1,1,1,1,15113X
94,1,6,6,4,4,2,151134
104,1,8,6,4,4,1,151150
37,1,8,9,1,1,2,151134
94,1,44,1,1,1,2,15113X
92,1,37,1,1,1,1,113021
75,1,39,1,1,1,1,113021
155,1,55,1,1,1,1,15113X
109,1,42,1,1,1,1,15113X
76,1,12,1,1,1,2,151150
120,1,42,1,5,4,2,151121
141,1,27,1,1,1,1,15113X
43,1,27,1,1,1,2,151150
53,1,24,1,1,1,1,151121
99,1,24,1,1,1,1,151142
90,1,39,1,1,1,1,151150
282,1,51,6,4,5,1,15113X
270,1,34,1,1,1,2,151141
52,1,12,1,1,1,1,151141
90,1,48,1,1,1,2,151150
72,1,13,1,1,1,1,151143
89,1,34,1,5,4,1,151131
92,3,34,1,2,2,2,15113X
80,1,4,1,1,1,1,15113X
83,1,41,1,1,1,1,113021
27,1,51,1,1,1,2,151141
311,7,51,8,3,5,1,151150
85,1,6,1,7,4,1,151150
87,1,48,1,1,1,2,113021
74,1,12,1,6,4,1,113021
137,1,38,1,1,1,2,151131
65,1,12,1,1,1,2,151121
106,1,12,1,1,1,1,151150
19,1,6,3,1,1,1,151199
78,1,8,1,1,1,1,151121
51,1,6,1,1,1,2,151121
301,1,36,1,5,4,1,151143
79,1,6,6,4,4,1,15113X
90,1,34,6,4,5,1,151150
51,16,12,1,3,4,1,151141
72,17,12,1,3,4,1,151199
98,1,42,1,1,1,1,151131
92,1,48,6,1,1,1,151150
95,1,19,1,1,1,1,15113X
83,1,51,1,1,1,1,151199
65,1,4,1,1,1,1,151121
94,1,18,1,1,1,1,151142
55,1,36,1,1,1,1,15113X
110,1,26,1,1,1,1,151121
98,1,6,6,4,4,2,151131
94,1,41,1,1,1,1,151121
62,1,12,2,3,5,1,15113X
108,1,33,1,1,1,1,151121
123,1,16,1,1,1,1,113021
56,1,41,6,4,4,2,151150
85,1,37,1,1,1,1,172061
70,1,6,6,4,4,1,15113X
81,1,6,6,4,4,2,15113X
103,1,47,1,1,1,1,151121
171,2,12,1,1,1,1,151121
87,1,6,1,1,1,1,15113X
114,1,37,6,4,4,1,151131
105,1,13,1,1,1,1,151134
287,1,48,1,1,1,2,113021
57,1,51,1,1,1,1,151199
71,1,25,1,1,1,1,151134
109,1,25,1,1,1,1,151131
64,1,11,1,1,1,1,151150
56,1,48,1,1,1,2,151121
100,1,17,6,4,4,1,151199
79,1,34,1,1,1,1,113021
61,1,6,1,1,1,1,151142
295,1,8,2,1,1,1,151150
99,1,48,1,1,1,1,15113X
65,1,13,6,4,5,1,15113X
65,1,8,1,1,1,2,113021
23,1,17,1,1,1,1,151199
64,1,6,1,1,1,1,151143
180,1,17,1,1,1,1,113021
91,1,6,9,1,1,2,113021
106,1,39,1,1,1,1,151121
107,2,48,1,1,1,2,151150
78,1,21,1,1,1,2,151150
85,1,36,1,1,1,1,15113X
94,1,37,1,1,1,1,151121
272,1,6,1,1,1,1,15113X
69,1,48,1,1,1,1,151142
37,1,55,1,1,1,1,151131
37,1,36,1,1,1,1,151199
502,1,19,1,1,1,1,151150
74,1,48,1,1,1,1,151150
87,1,33,6,4,4,1,151131
102,1,49,1,5,4,1,151131
97,1,51,6,1,1,1,15113X
74,1,6,6,4,4,2,151199
53,1,53,1,4,3,1,15113X
164,1,26,1,1,1,2,151150
91,1,53,1,1,1,2,151134
71,1,29,1,1,1,2,151122
248,1,6,1,1,1,1,113021
149,23,25,1,1,1,2,151134
57,1,6,6,4,4,1,113021
43,1,21,1,1,1,1,151199
70,1,36,1,1,1,2,113021
64,1,17,2,1,1,2,151143
121,1,6,1,1,1,2,151150
185,1,55,6,4,5,1,151199
72,21,42,9,3,4,1,113021
72,1,6,1,1,1,2,113021
85,1,6,1,1,1,1,15113X
105,1,36,1,1,1,2,151150
67,1,48,1,1,1,2,113021
126,1,4,1,1,1,1,113021
71,1,53,1,1,1,1,15113X
138,1,55,1,1,1,1,151121
76,1,39,1,1,1,1,151131
250,1,25,6,4,5,1,15113X
65,1,18,1,1,1,1,151150
96,1,5,1,1,1,2,113021
82,1,51,1,1,1,1,113021
71,1,36,6,4,4,1,151134
12,1,48,1,1,1,1,151142
162,1,27,1,1,1,1,151141
84,1,25,1,7,4,1,151131
101,1,42,1,5,4,1,15113X
89,1,29,1,1,1,1,113021
109,1,48,1,1,1,1,151141
64,1,55,1,1,1,1,15113X
56,1,36,6,1,1,1,151121
118,1,42,1,1,1,1,151131
37,1,48,1,1,1,1,113021
91,1,48,1,1,1,1,151143
76,1,12,1,1,1,1,151131
167,1,42,2,1,1,1,151141
115,1,42,1,1,1,1,113021
53,1,34,1,1,1,2,151150
79,1,51,1,5,3,1,113021
387,1,53,1,1,1,1,113021
355,1,48,1,1,1,2,15113X
197,1,17,1,1,1,2,151150
84,15,6,6,1,1,1,151150
83,1,39,2,1,1,1,113021
107,1,39,1,1,1,1,113021
