PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
90,1,37,2,1,1,2,15113X
145,1,47,2,1,1,2,15113X
103,1,54,1,1,1,1,15113X
68,1,48,1,1,1,1,151199
59,1,32,1,1,1,2,151121
77,1,11,6,4,4,1,151150
77,1,12,1,1,1,1,15113X
84,1,26,1,1,1,2,151121
84,1,18,1,1,1,1,151142
86,1,33,1,1,1,1,15113X
115,1,29,1,1,1,1,151150
81,1,53,6,4,5,2,15113X
65,1,53,6,4,5,1,15113X
91,1,53,6,4,5,2,113021
103,1,22,1,1,1,2,151131
190,1,19,6,4,5,2,151150
120,1,42,8,1,1,2,151134
68,2,6,8,3,5,2,151150
101,1,41,6,4,4,1,15113X
72,1,24,1,1,1,1,151199
96,1,36,1,1,1,1,151150
57,1,32,1,5,4,1,15113X
195,1,34,2,1,1,1,151121
68,1,12,1,5,4,2,151134
68,1,4,1,1,1,2,151121
91,1,18,1,1,1,1,151142
49,1,6,1,1,1,2,151121
235,1,6,1,1,1,2,113021
83,1,6,6,4,4,1,151142
126,1,54,1,1,1,1,151150
81,1,51,1,1,1,1,151150
78,1,53,6,4,4,2,15113X
86,1,53,6,4,4,1,15113X
72,1,48,1,1,1,1,151131
68,2,48,1,3,4,1,113021
63,1,25,1,1,1,1,15113X
150,1,36,6,4,5,1,15113X
93,1,42,1,1,1,1,151199
127,1,53,6,4,5,2,113021
95,1,53,6,4,5,1,113021
159,1,29,1,1,1,1,151150
25,1,17,1,1,1,1,151134
119,1,49,6,4,5,1,113021
76,1,17,1,1,1,1,113021
94,1,12,1,4,3,1,151121
269,1,48,2,1,1,1,113021
87,1,11,2,1,1,1,151199
161,1,24,1,1,1,1,113021
70,1,17,1,1,1,1,113021
95,1,25,1,1,1,1,113021
48,1,25,6,4,4,1,15113X
180,1,36,1,5,5,1,15113X
75,1,13,6,4,5,2,151131
89,1,13,6,4,5,1,151131
101,1,25,6,1,1,1,151199
82,1,8,1,1,1,1,15113X
80,1,6,1,1,1,1,151131
50,1,47,1,1,1,1,15113X
75,1,17,1,1,1,2,151131
78,1,53,1,1,1,1,151142
62,1,25,1,1,1,1,172061
77,1,29,1,1,1,1,151142
125,1,6,6,4,4,2,151134
153,1,25,1,1,1,1,113021
72,1,41,1,1,1,1,113021
62,1,45,1,1,1,1,151142
70,1,6,6,4,4,2,15113X
109,1,6,6,4,4,1,15113X
122,1,29,1,1,1,2,151150
85,1,36,1,5,5,1,15113X
31,1,42,1,1,1,2,151131
53,3,34,1,1,1,1,151150
93,1,39,1,1,1,2,151150
68,1,15,9,1,1,2,151199
71,1,12,8,3,5,1,151134
84,1,8,1,1,1,2,151199
68,1,6,1,5,5,1,151150
75,1,48,1,1,1,1,151131
81,1,4,1,1,1,1,151121
50,1,4,1,1,1,1,15113X
57,1,4,1,1,1,2,151199
253,1,36,1,5,4,1,151150
96,1,13,6,4,5,2,15113X
97,1,29,1,1,1,2,151199
160,1,40,1,1,1,1,151199
71,1,24,1,1,1,1,151131
86,1,48,1,1,1,1,15113X
77,1,12,2,3,4,1,151131
101,14,51,8,3,5,1,151134
57,1,11,2,1,1,1,151131
221,1,6,6,1,1,2,151131
97,3,11,2,1,1,1,15113X
53,1,36,1,5,4,1,151131
50,1,12,1,7,5,1,151134
73,1,26,1,1,1,2,151121
67,1,28,2,1,1,2,15113X
86,1,48,1,1,1,1,113021
99,1,17,1,5,4,1,151131
156,1,20,6,4,5,1,15113X
97,1,20,6,4,5,2,151141
71,1,25,1,5,4,2,113021
232,1,8,1,1,1,2,151121
79,2,6,8,1,1,1,151150
140,1,20,1,1,1,2,151199
103,1,48,1,1,1,1,151150
84,1,12,1,1,1,1,151142
224,1,36,2,3,5,2,151150
91,1,42,1,1,1,2,151141
67,1,24,1,1,1,2,151199
148,1,42,1,1,1,1,113021
115,1,48,1,1,1,1,151199
125,2,17,1,3,4,1,151131
83,1,36,1,1,1,1,151121
59,1,34,6,4,4,1,172061
51,1,39,6,4,4,1,151131
59,1,44,1,1,1,1,151122
95,1,12,1,1,1,1,151142
222,1,6,1,1,1,1,151131
116,1,51,1,4,4,1,151121
101,1,51,1,4,5,1,151131
67,1,6,6,4,5,1,15113X
153,1,26,9,4,5,1,151121
65,1,39,1,1,1,2,151150
57,1,18,1,1,1,1,151143
87,1,1,1,1,1,1,151134
77,1,48,1,1,1,1,113021
83,1,48,1,1,1,1,151131
64,1,11,1,1,1,2,113021
97,1,6,1,1,1,1,113021
118,1,26,1,1,1,2,151150
127,1,36,2,6,4,1,15113X
262,1,6,1,1,1,2,113021
216,1,36,2,1,1,2,151142
74,1,6,1,1,1,2,151199
200,1,24,1,1,1,1,151111
70,1,12,1,1,1,1,15113X
101,1,25,6,4,5,1,113021
126,1,45,2,1,1,2,151121
75,1,6,1,1,1,2,15113X
89,1,6,1,1,1,1,15113X
59,1,41,1,1,1,1,151131
83,1,17,1,1,1,2,151141
184,1,13,2,1,1,2,15113X
108,1,39,1,1,1,1,151131
263,1,39,1,1,1,2,151142
125,1,26,1,1,1,1,151121
236,1,13,2,1,1,1,15113X
64,1,42,1,5,3,1,151142
62,1,6,6,4,4,1,151142
88,1,34,6,4,5,1,15113X
76,1,34,6,4,5,2,15113X
102,1,39,1,1,1,1,15113X
267,1,48,1,1,1,1,151150
27,1,17,1,1,1,1,151150
105,1,6,1,1,1,1,15113X
66,1,25,1,1,1,1,113021
85,1,29,1,1,1,1,15113X
91,1,32,1,1,1,1,151199
176,1,36,2,1,1,2,151121
170,1,6,7,1,1,1,151134
26,1,33,1,1,1,1,151150
98,1,36,1,1,1,1,151150
306,1,36,1,5,4,1,151131
69,1,53,6,4,5,1,15113X
61,1,51,1,1,1,1,15113X
67,1,51,1,1,1,2,15113X
117,1,34,1,1,1,1,15113X
87,1,34,1,1,1,1,151122
53,1,13,1,5,4,1,113021
97,1,41,1,1,1,2,113021
74,1,41,1,1,1,2,113021
65,1,41,1,1,1,1,15113X
71,1,39,1,1,1,1,151142
66,1,6,1,1,1,1,15113X
64,1,6,1,4,4,2,151131
84,1,6,1,1,1,1,15113X
73,1,47,1,1,1,1,151150
87,1,25,6,4,4,2,151131
238,1,17,1,1,1,1,151121
66,1,6,6,4,4,1,151150
97,1,36,6,1,1,1,151131
245,1,25,1,1,1,1,15113X
88,1,6,6,4,4,1,151131
69,1,12,1,1,1,1,151131
197,1,36,2,1,1,1,151150
106,1,48,6,4,4,1,15113X
77,1,12,1,1,1,1,151121
50,1,17,1,1,1,1,151150
309,1,48,2,5,5,2,113021
393,1,47,2,1,1,1,151121
41,1,1,1,1,1,1,151150
66,1,36,1,1,1,2,151121
115,1,12,2,3,5,1,151131
36,17,9,8,1,1,2,113021
62,1,34,1,5,5,1,151143
96,1,6,1,1,1,1,15113X
36,1,37,2,1,1,2,113021
81,1,13,6,4,4,2,113021
86,1,6,1,1,1,1,113021
65,1,51,1,1,1,1,151134
28,1,18,1,1,1,1,151121
213,1,51,1,1,1,1,151134
73,1,6,1,1,1,1,15113X
84,1,25,1,1,1,1,151150
111,1,12,6,4,5,1,15113X
172,1,12,6,4,5,1,15113X
172,1,12,6,4,5,1,15113X
56,1,6,1,1,1,1,15113X
82,1,22,1,5,3,1,151134
74,1,6,9,1,1,1,151134
63,1,6,1,1,1,1,151199
66,1,8,1,1,1,1,151121
129,1,20,6,4,5,1,151150
94,1,6,1,4,3,1,151131
60,4,12,1,1,1,1,151199
69,1,6,6,4,5,1,113021
117,1,11,1,1,1,1,15113X
135,1,27,6,4,5,1,113021
61,1,6,1,1,1,1,151150
87,1,51,6,4,5,1,15113X
37,1,27,1,1,1,1,151142
62,1,6,1,1,1,1,113021
82,1,8,1,1,1,1,151199
230,1,8,1,1,1,2,113021
94,1,29,1,1,1,1,151142
18,1,27,1,1,1,2,113021
54,3,48,1,1,1,1,151121
101,1,51,1,1,1,1,151131
59,1,8,1,1,1,1,15113X
68,1,6,6,4,4,1,15113X
71,1,6,1,1,1,1,151131
58,1,13,2,1,1,1,151150
83,1,40,1,1,1,1,113021
57,1,54,1,1,1,1,151150
99,1,9,3,1,1,2,151134
75,2,4,1,1,1,1,15113X
58,1,48,6,4,5,1,15113X
64,1,48,6,4,5,2,15113X
111,1,18,1,1,1,1,151131
67,1,36,6,4,4,1,15113X
99,1,41,1,1,1,1,151142
85,1,6,1,1,1,1,172061
38,1,6,1,1,1,1,15113X
230,1,5,1,1,1,1,151199
73,1,4,1,1,1,1,151131
145,1,55,1,1,1,2,151121
70,1,36,1,1,1,1,113021
15,1,46,1,1,1,1,151121
129,1,27,1,1,1,2,151150
94,1,12,1,1,1,1,151131
78,1,42,1,1,1,1,15113X
51,1,36,1,1,1,2,151150
70,1,6,6,4,4,1,15113X
98,1,6,6,4,4,1,113021
101,1,6,6,4,4,2,15113X
77,1,39,1,1,1,2,151131
198,1,42,1,1,1,1,151142
62,1,41,1,1,1,2,151121
70,1,48,1,1,1,1,151121
11,1,35,1,1,1,1,151150
243,1,42,6,4,5,1,113021
79,1,53,1,1,1,1,151142
87,1,55,1,1,1,2,151131
105,1,50,1,1,1,1,151111
125,1,10,6,4,4,1,15113X
222,1,37,1,1,1,1,151131
92,1,34,6,4,4,1,15113X
62,1,6,1,4,5,2,151131
143,1,27,1,1,1,1,151131
92,1,36,1,1,1,1,151131
81,1,19,1,1,1,1,151142
70,1,41,1,1,1,1,15113X
96,1,5,1,1,1,1,151131
70,1,12,1,1,1,1,113021
368,1,55,1,1,1,1,151150
70,1,11,6,4,5,1,15113X
61,1,8,1,1,1,2,172061
102,1,29,1,1,1,2,15113X
64,1,4,1,1,1,1,113021
69,1,48,1,1,1,2,151134
92,11,6,1,1,1,2,113021
72,1,6,1,1,1,1,151150
111,1,6,1,1,1,1,172061
87,1,4,1,1,1,2,151150
78,1,9,1,1,1,1,151142
156,1,19,1,1,1,1,151150
36,1,4,9,1,1,1,15113X
43,1,17,1,1,1,1,172061
60,1,9,1,1,1,2,15113X
61,2,36,1,3,4,1,151121
58,4,12,1,1,1,2,151121
107,1,6,6,4,5,1,151150
118,1,55,1,1,1,1,151121
73,1,45,2,1,1,2,15113X
204,1,41,1,1,1,1,151121
99,1,55,1,1,1,1,151150
77,1,5,1,1,1,2,151150
233,2,48,1,1,1,1,151141
70,1,6,6,4,5,2,15113X
79,1,44,1,5,5,1,15113X
116,4,12,1,3,4,1,15113X
83,1,17,1,1,1,1,151199
99,1,12,2,1,1,1,113021
102,1,48,1,1,1,1,151150
121,1,20,1,1,1,1,151150
175,1,20,1,1,1,1,151150
121,1,26,1,1,1,1,151131
89,1,8,1,1,1,1,15113X
114,1,18,1,1,1,1,113021
57,24,48,1,1,1,1,151142
74,1,9,1,1,1,1,151143
86,1,53,1,1,1,1,151131
149,1,6,1,1,1,1,151199
98,1,36,1,1,1,1,113021
87,1,48,1,1,1,1,151142
80,1,24,1,1,1,1,151121
70,1,36,6,4,4,1,151131
234,1,4,1,1,1,2,151131
64,1,6,1,1,1,2,151121
76,1,18,1,1,1,2,151142
80,1,4,1,1,1,1,15113X
367,1,44,6,4,5,1,15113X
110,1,51,1,7,4,2,113021
59,1,39,1,1,1,2,151199
69,1,17,1,1,1,2,151121
60,1,36,1,5,4,1,151142
86,1,8,1,1,1,1,15113X
133,1,27,1,1,1,1,113021
111,1,29,1,1,1,1,151142
93,1,39,1,1,1,1,151131
67,1,6,1,4,4,1,172061
230,1,8,1,1,1,1,151131
55,1,48,1,5,3,1,151142
220,1,36,1,1,1,1,15113X
72,1,36,1,1,1,1,172061
18,1,51,1,7,4,1,15113X
55,1,13,1,1,1,1,151131
73,1,6,6,4,5,1,15113X
88,1,48,1,1,1,1,151121
103,1,51,1,1,1,1,151150
137,1,48,1,1,1,2,151131
336,1,29,1,1,1,2,151142
61,1,34,1,5,5,1,15113X
66,1,41,1,7,5,1,113021
74,2,48,1,1,1,1,151121
93,1,34,1,1,1,2,113021
304,1,1,1,1,1,1,151121
73,1,26,1,1,1,2,151199
74,1,51,2,1,1,1,15113X
132,1,6,1,5,4,1,151150
64,1,53,1,1,1,1,15113X
49,1,51,6,1,1,1,151134
83,1,20,1,1,1,1,15113X
80,1,6,6,4,4,1,151199
79,1,12,1,1,1,1,113021
77,1,18,1,1,1,1,15113X
79,1,12,1,1,1,1,151199
71,1,39,1,1,1,1,151131
67,1,34,1,1,1,1,113021
68,1,53,1,1,1,1,15113X
79,1,53,1,1,1,1,15113X
86,1,36,1,1,1,2,151121
79,1,6,1,1,1,1,151141
53,1,49,1,1,1,1,151150
56,1,24,1,7,3,1,151121
77,1,51,1,1,1,1,151199
96,1,26,1,1,1,1,151150
99,1,26,1,1,1,1,151150
74,1,6,1,5,4,1,15113X
67,1,34,1,1,1,1,15113X
209,1,47,1,1,1,1,151131
266,1,47,1,1,1,1,151143
78,1,6,6,4,5,1,15113X
108,1,34,1,1,1,1,151122
123,1,29,1,1,1,1,15113X
78,1,42,1,1,1,2,151142
81,1,9,1,1,1,1,151199
57,1,36,1,5,5,1,113021
68,1,4,1,1,1,2,15113X
107,1,6,6,4,5,1,15113X
67,1,48,1,1,1,1,15113X
65,1,9,1,1,1,1,172061
76,1,9,1,1,1,1,15113X
56,1,6,1,1,1,1,172061
92,1,6,1,1,1,1,151121
122,1,36,1,4,5,1,151131
21,1,17,1,1,1,1,151142
86,5,37,1,3,3,1,151142
83,1,51,1,1,1,2,151121
107,1,6,1,7,5,2,15113X
93,1,8,6,4,5,1,15113X
106,1,8,1,1,1,2,151142
130,1,34,1,1,1,2,113021
272,1,51,2,6,4,2,113021
185,1,6,6,4,5,1,15113X
47,1,4,6,1,1,1,151199
61,1,6,1,8,5,1,151150
60,1,6,1,1,1,1,151134
98,1,51,1,1,1,2,151121
70,1,6,1,1,1,1,151142
81,1,48,1,1,1,1,151142
126,1,48,2,1,1,2,151150
125,1,42,1,5,4,1,151199
66,1,48,1,1,1,1,151143
14,1,39,1,1,1,1,15113X
102,1,51,6,4,5,1,151121
256,1,45,1,1,1,1,151131
60,1,47,1,1,1,1,15113X
58,1,6,6,4,4,1,172061
88,1,41,1,1,1,1,151121
104,1,55,1,1,1,2,15113X
68,1,53,6,4,5,1,15113X
105,1,53,6,4,5,1,15113X
95,1,18,1,1,1,2,151150
99,1,33,1,1,1,1,151142
19,1,53,3,1,1,2,151199
261,1,48,1,1,1,1,151143
106,1,50,6,4,5,1,151131
101,1,39,1,1,1,2,151150
76,1,6,1,4,4,1,15113X
94,1,51,1,1,1,1,151131
69,1,8,1,1,1,2,151150
81,1,13,1,4,4,1,15113X
98,1,18,1,1,1,2,151121
63,1,6,1,1,1,1,151150
90,1,51,6,4,5,1,15113X
101,1,35,1,1,1,1,15113X
90,1,48,2,1,1,1,151121
149,1,9,1,1,1,2,151121
97,1,37,1,1,1,1,15113X
179,1,8,9,1,1,1,151142
65,1,41,1,1,1,2,15113X
83,1,6,1,5,5,1,15113X
70,1,22,1,1,1,2,15113X
71,1,12,1,1,1,1,172061
177,1,39,1,1,1,1,151134
129,1,6,6,4,4,1,151150
75,1,36,1,1,1,1,113021
75,1,36,6,4,5,1,15113X
39,1,36,6,4,5,2,15113X
53,1,48,6,4,5,1,172061
85,1,21,6,4,4,2,172061
90,1,24,1,1,1,1,113021
83,1,6,1,5,3,1,15113X
92,1,8,1,1,1,2,151150
281,1,6,6,4,5,1,151131
66,1,20,2,1,1,1,151150
81,1,36,1,1,1,1,151199
74,1,6,6,4,5,1,151131
49,1,12,6,4,5,1,15113X
105,1,25,6,4,5,1,151121
88,1,25,6,4,5,2,151131
105,1,17,1,1,1,1,151143
66,1,6,6,4,4,1,15113X
65,1,6,6,4,4,2,151131
101,1,8,1,1,1,1,172061
76,1,48,1,1,1,1,151142
116,1,48,6,4,5,1,15113X
118,1,5,1,1,1,2,151150
66,1,6,1,5,4,1,113021
80,1,8,1,1,1,2,151121
86,23,6,1,1,1,1,15113X
86,1,26,1,1,1,1,151199
93,1,4,1,1,1,1,15113X
33,1,1,1,4,5,1,151131
93,1,21,1,1,1,1,151150
60,1,37,1,1,1,1,15113X
95,1,4,1,1,1,2,113021
98,1,4,1,1,1,2,151121
117,1,34,1,1,1,1,151134
101,1,18,1,1,1,2,151150
47,1,55,1,1,1,2,15113X
82,1,48,1,1,1,2,151142
82,1,6,1,1,1,1,151142
36,1,15,6,1,1,1,151150
58,2,6,9,1,1,2,151199
100,1,17,1,1,1,1,151131
73,1,4,1,1,1,1,15113X
67,1,51,6,4,4,1,151131
98,1,51,6,4,4,2,151131
58,1,6,1,4,4,2,151121
89,1,6,6,4,4,2,113021
112,1,6,1,1,1,1,113021
65,1,53,1,1,1,1,151121
144,1,39,2,1,1,1,151131
158,2,39,2,1,1,2,15113X
83,1,6,1,1,1,2,113021
66,1,4,6,4,4,1,151134
85,1,24,1,1,1,2,15113X
44,1,48,1,1,1,2,15113X
76,1,6,1,1,1,1,151131
92,1,11,1,1,1,1,151150
94,1,4,1,1,1,1,151150
127,1,18,1,1,1,1,113021
382,1,34,1,5,4,1,151150
174,1,40,1,1,1,1,151134
62,1,36,1,1,1,1,151121
189,1,1,1,1,1,1,151134
75,1,39,1,1,1,1,151150
36,1,23,1,1,1,1,151121
40,1,22,1,1,1,1,113021
188,1,24,1,1,1,1,151150
64,1,6,6,4,4,1,113021
71,1,6,6,4,5,2,15113X
76,1,49,1,1,1,1,151131
63,1,36,1,5,4,2,151131
29,1,27,1,1,1,2,151121
94,1,6,1,1,1,1,151150
55,1,48,1,1,1,1,151134
80,1,51,1,1,1,1,151150
317,1,36,1,1,1,1,15113X
106,1,24,1,1,1,1,151199
221,1,39,1,1,1,1,151150
57,1,37,6,4,4,2,113021
176,1,27,1,1,1,1,151131
110,1,17,1,5,5,1,151150
92,1,36,1,1,1,1,151121
94,1,51,1,1,1,2,151121
97,1,51,1,1,1,1,151122
290,1,6,6,1,1,1,151131
233,1,13,1,1,1,2,151150
65,1,37,6,4,4,1,113021
55,1,53,1,1,1,1,151150
122,1,6,6,4,4,1,15113X
84,1,6,6,4,5,2,15113X
117,1,17,1,1,1,1,151199
119,1,33,1,1,1,2,151131
111,2,48,2,1,1,1,151150
73,1,34,1,1,1,1,15113X
116,1,6,6,4,4,2,113021
181,1,8,1,1,1,1,151150
69,1,49,1,1,1,1,151150
79,1,24,1,1,1,1,113021
91,11,6,1,1,1,1,151150
73,2,6,1,1,1,2,151150
145,1,26,2,1,1,1,151111
74,1,37,1,1,1,1,113021
147,1,23,1,1,1,2,151131
68,21,6,1,3,3,1,151150
22,1,9,1,1,1,2,151141
117,1,47,6,4,5,2,15113X
65,1,36,1,1,1,1,151121
148,1,17,1,1,1,2,151150
102,1,48,2,1,1,1,151121
108,1,21,1,1,1,1,151131
64,1,6,6,4,4,1,151199
78,1,6,6,4,4,2,151141
69,1,6,6,4,4,1,151131
379,1,34,6,4,4,1,151141
83,1,48,1,5,5,1,151131
91,1,48,6,4,5,2,151131
92,1,53,1,1,1,1,151121
171,1,21,1,1,1,1,151134
41,1,12,1,1,1,2,151142
67,1,6,1,1,1,1,151150
68,1,6,1,5,5,1,151131
113,1,48,1,1,1,1,15113X
115,1,36,1,1,1,1,15113X
114,1,47,1,1,1,1,151141
103,1,8,1,1,1,1,15113X
259,4,12,1,3,4,1,151121
185,1,12,1,1,1,1,151143
78,1,47,1,1,1,1,151150
130,1,20,1,1,1,1,172061
68,1,48,6,4,4,1,15113X
149,1,40,1,1,1,1,151150
98,1,48,1,1,1,2,113021
86,1,26,1,1,1,1,151131
131,1,20,1,1,1,1,151143
58,1,36,1,1,1,2,151121
73,1,12,2,1,1,2,151131
132,1,50,1,1,1,2,151134
60,1,24,2,1,1,2,113021
25,1,16,1,1,1,1,151199
68,1,25,1,1,1,1,113021
329,1,27,1,1,1,1,151199
65,1,24,6,4,4,1,151150
64,1,39,1,1,1,2,15113X
84,1,36,2,1,1,2,151142
56,1,36,2,1,1,1,151142
81,1,39,1,1,1,1,151131
101,1,48,1,1,1,1,151131
132,3,42,1,1,1,1,151199
77,1,4,1,1,1,1,15113X
69,1,1,1,1,1,1,151121
101,1,42,1,1,1,1,151131
129,1,27,6,4,5,1,15113X
184,1,48,6,4,5,1,15113X
139,1,17,6,4,5,1,15113X
56,1,33,1,1,1,1,15113X
100,1,37,1,1,1,1,15113X
67,1,48,1,1,1,1,151150
70,2,48,1,1,1,1,151131
140,1,10,6,4,5,1,15113X
144,1,6,1,1,1,2,151131
103,1,53,1,1,1,2,113021
66,16,12,1,3,5,1,151199
68,2,48,1,3,5,1,151199
87,1,39,1,1,1,1,113021
66,1,17,1,1,1,1,151134
98,1,51,1,1,1,1,113021
38,1,42,1,1,1,1,151121
99,11,6,1,3,4,2,172061
92,1,17,6,4,4,1,113021
82,1,45,1,1,1,2,113021
74,1,6,1,1,1,1,15113X
83,1,41,1,1,1,2,151121
93,1,41,1,1,1,1,151150
290,1,18,2,1,1,2,151150
193,1,17,1,1,1,1,151143
121,1,42,1,1,1,2,151142
52,1,17,1,1,1,1,113021
212,1,51,1,1,1,1,151142
75,1,39,1,1,1,1,113021
97,1,6,1,1,1,1,151142
74,1,6,6,4,5,1,151143
53,1,48,6,4,5,1,15113X
29,1,6,7,1,1,1,15113X
114,1,17,1,5,4,1,151121
86,1,8,1,1,1,1,15113X
76,1,12,1,1,1,1,15113X
93,1,35,1,1,1,2,15113X
61,1,6,1,1,1,1,15113X
74,1,39,1,1,1,2,15113X
29,1,26,1,1,1,1,113021
37,1,55,1,1,1,1,151121
201,1,47,1,1,1,2,15113X
189,1,55,1,1,1,1,151121
92,1,11,1,1,1,1,151199
71,1,48,1,1,1,2,15113X
74,1,13,1,1,1,2,151134
200,1,55,1,1,1,1,151131
70,1,17,1,1,1,1,151199
71,1,17,1,1,1,1,15113X
74,1,12,1,1,1,2,151199
31,1,27,1,1,1,2,151134
71,1,8,2,1,1,1,151143
22,1,53,1,1,1,1,151121
106,1,18,1,1,1,1,151199
66,2,6,9,1,1,2,151150
68,14,6,1,3,4,1,15113X
67,1,16,1,1,1,1,151134
80,1,13,1,1,1,1,151121
64,1,36,1,1,1,1,151143
84,1,37,1,1,1,2,151150
68,1,32,1,1,1,2,151199
46,1,6,1,5,4,1,151131
136,23,17,1,1,1,1,151121
47,1,48,1,1,1,1,15113X
86,1,24,1,1,1,1,15113X
71,1,9,1,1,1,2,151150
98,1,48,1,1,1,2,113021
86,1,12,1,1,1,1,15113X
103,1,20,6,1,1,2,151121
106,1,39,1,1,1,2,15113X
132,1,13,2,1,1,1,151150
58,1,45,1,1,1,2,151131
48,1,28,1,1,1,2,151121
77,1,48,1,1,1,1,15113X
53,1,48,1,1,1,1,113021
67,1,6,1,1,1,1,113021
112,1,48,1,1,1,1,151150
126,1,6,1,5,5,2,113021
81,1,6,1,1,1,1,15113X
411,1,42,6,4,5,1,151131
78,1,6,1,1,1,1,151131
22,1,21,1,1,1,1,151141
67,1,6,1,1,1,1,151121
210,1,6,6,4,4,1,15113X
85,1,6,1,5,4,1,15113X
82,1,37,1,1,1,1,151199
74,4,9,1,1,1,1,15113X
56,1,48,1,1,1,1,151150
58,1,6,6,1,1,2,15113X
74,1,10,1,1,1,1,113021
70,1,25,1,1,1,2,151111
70,1,48,1,1,1,1,113021
76,1,6,1,1,1,1,15113X
270,1,36,1,1,1,1,151131
33,1,34,6,3,4,2,151131
64,1,6,6,4,4,1,15113X
114,1,31,1,1,1,1,151131
51,1,13,1,1,1,2,151150
73,1,13,1,1,1,1,151150
103,1,53,1,1,1,1,15113X
88,1,16,1,1,1,1,151199
91,1,53,6,1,1,1,15113X
83,1,51,1,1,1,1,151150
76,1,24,6,4,4,1,15113X
108,1,33,1,1,1,1,151143
80,1,1,1,1,1,1,113021
88,1,24,1,1,1,1,15113X
79,1,4,1,1,1,1,151199
103,1,6,1,1,1,1,151150
82,1,8,1,1,1,1,15113X
84,1,53,1,1,1,1,15113X
50,1,27,1,1,1,2,151131
222,1,13,2,3,4,2,151121
137,1,27,1,1,1,1,151150
84,1,24,1,1,1,1,15113X
131,1,46,1,1,1,2,151150
87,1,13,1,1,1,1,151134
137,1,39,2,1,1,2,113021
117,1,6,1,1,1,1,113021
72,1,6,6,4,4,1,151150
64,1,44,1,1,1,2,151150
68,1,6,1,1,1,1,15113X
62,1,6,6,4,4,2,15113X
45,1,24,1,1,1,2,151199
109,1,51,1,1,1,1,151121
13,1,6,1,1,1,1,15113X
62,1,6,7,1,1,1,151150
74,1,37,1,1,1,1,151121
75,1,12,1,7,5,1,172061
57,1,53,7,2,2,1,151150
116,1,12,6,4,5,1,151142
88,1,37,1,1,1,2,151141
71,1,41,1,1,1,2,113021
112,1,12,1,1,1,1,113021
74,1,42,1,1,1,1,151121
115,1,6,1,1,1,1,151121
114,1,42,1,1,1,1,151199
126,1,26,6,4,4,1,15113X
108,1,11,1,1,1,1,151134
80,1,12,1,1,1,2,151142
122,1,17,1,1,1,2,113021
95,1,26,6,1,1,1,151141
84,1,51,1,1,1,2,151121
69,1,12,1,1,1,1,113021
81,1,48,1,1,1,2,151199
142,17,34,1,3,4,1,151150
112,1,21,2,1,1,2,113021
87,1,8,1,1,1,2,15113X
86,1,8,1,7,5,1,151121
94,1,24,2,1,1,1,151150
24,1,13,6,4,4,1,15113X
118,1,42,1,1,1,2,151134
213,1,24,2,1,1,2,15113X
98,1,36,1,1,1,2,15113X
70,1,4,1,5,3,1,15113X
99,1,36,1,1,1,1,15113X
125,1,26,2,1,1,1,151141
88,1,17,1,1,1,1,151121
82,1,6,1,5,5,1,15113X
97,1,8,1,1,1,1,151122
99,1,11,1,1,1,2,151143
65,1,8,1,1,1,1,151121
183,1,48,1,1,1,2,151121
81,1,18,1,1,1,1,151121
127,1,1,1,1,1,2,113021
51,1,25,1,1,1,1,15113X
61,1,37,1,1,1,1,151142
133,1,21,1,1,1,1,151121
114,1,17,1,1,1,1,15113X
67,1,6,1,1,1,1,151199
104,1,37,1,1,1,1,151121
67,1,48,1,1,1,1,151122
65,1,49,1,1,1,1,113021
109,1,51,1,1,1,2,151122
60,1,42,1,1,1,1,113021
161,1,47,2,1,1,1,151199
62,1,39,1,1,1,1,113021
90,1,29,1,1,1,1,113021
49,1,6,1,1,1,2,113021
62,1,6,6,4,5,1,15113X
71,1,6,6,5,5,1,151131
162,1,13,1,1,1,1,151131
190,1,17,1,1,1,1,15113X
151,1,17,1,1,1,2,151142
55,1,55,1,1,1,1,151199
68,1,24,1,1,1,1,151142
290,1,53,1,1,1,1,172061
63,1,39,1,1,1,1,15113X
73,1,6,9,1,1,1,151143
89,1,11,6,1,1,1,113021
176,1,36,1,1,1,1,113021
59,1,53,6,4,5,1,15113X
78,1,39,2,1,1,2,15113X
295,1,24,6,4,5,1,151142
43,1,26,1,1,1,1,151142
126,1,27,1,1,1,1,151142
79,1,4,1,1,1,1,151131
84,1,5,1,1,1,1,113021
242,1,36,6,4,4,2,151131
114,1,27,6,4,5,1,151121
116,1,48,6,4,5,1,151199
65,1,37,1,1,1,1,151199
73,1,6,6,1,1,1,15113X
324,1,24,2,1,1,2,15113X
307,1,17,1,6,4,2,151199
60,1,12,1,1,1,1,151131
95,1,6,1,1,1,1,113021
155,1,27,1,1,1,1,151150
287,2,48,8,1,1,2,151121
71,1,6,1,1,1,1,15113X
165,1,27,6,4,4,1,151131
111,24,48,1,1,1,1,15113X
82,1,42,1,1,1,1,151199
68,1,24,1,1,1,1,113021
77,1,41,1,1,1,2,15113X
104,3,9,1,1,1,1,151131
74,1,39,1,1,1,2,151131
112,1,53,1,1,1,1,151131
77,2,4,1,1,1,1,113021
138,1,9,1,1,1,1,151131
75,1,15,6,4,4,2,113021
138,1,34,1,1,1,1,151199
80,2,6,8,1,1,2,113021
105,1,36,1,1,1,1,151142
