"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"802","80","1","1","41","1","151121"
"803","87","1","1","12","24","151150"
"804","65","2","1","48","1","15113X"
"805","83","2","1","33","1","151131"
"806","149","1","1","34","1","172070"
"807","61","2","6","6","1","151121"
"808","114","2","1","13","1","151121"
"809","45","2","1","48","1","15113X"
"810","73","2","1","28","1","151121"
"811","34","2","1","45","1","151150"
"812","106","2","1","6","1","151134"
"813","41","1","1","19","1","151131"
"814","67","1","1","53","1","151150"
"815","164","1","2","37","1","151134"
"816","87","2","1","31","1","151142"
"817","73","1","1","34","1","151199"
"818","65","1","1","6","1","15113X"
"819","66","2","6","34","1","151142"
"820","265","2","1","12","1","151131"
"821","227","1","2","26","1","151199"
"822","185","2","1","6","1","172070"
"823","164","2","1","42","1","151121"
"824","58","1","1","25","1","151150"
"825","96","1","1","37","1","151121"
"826","122","1","1","37","1","151142"
"827","71","2","1","41","1","151142"
"828","202","2","1","19","1","151199"
"829","83","1","1","4","2","15113X"
"830","20","2","1","42","1","151131"
"831","53","1","1","39","1","172070"
"832","36","1","1","46","1","172070"
"833","93","1","1","42","1","172070"
"834","83","1","1","11","1","151150"
"835","60","1","2","11","1","151150"
"836","80","1","1","39","1","151121"
"837","101","1","6","51","1","151121"
"838","115","2","1","41","1","151150"
"839","104","2","1","37","1","151121"
"840","63","1","6","6","1","151150"
"841","82","1","1","17","1","151199"
"842","133","1","1","36","1","151199"
"843","336","1","1","36","1","15113X"
"844","178","2","1","25","1","15113X"
"845","94","1","1","25","1","15113X"
"846","152","1","1","40","1","151199"
"847","61","1","1","6","1","151121"
"848","99","1","1","37","1","151142"
"849","86","1","1","45","1","151199"
"850","44","1","1","18","1","172070"
"851","104","1","1","6","1","15113X"
"852","140","1","1","17","1","172070"
"853","125","1","1","34","1","151131"
"854","129","1","1","37","1","151121"
"855","130","1","1","51","1","151111"
"856","39","1","1","24","1","15113X"
"857","241","1","1","8","1","151141"
"858","90","1","1","42","1","151131"
"859","112","1","1","8","1","15113X"
"860","50","1","1","12","1","151199"
"861","40","1","1","51","1","15113X"
"862","63","1","1","18","1","151131"
"863","106","2","1","51","1","151121"
"864","111","1","1","51","1","151121"
"865","92","1","1","35","23","151142"
"866","92","1","1","13","1","151150"
"867","84","1","1","53","1","151134"
"868","79","2","1","53","1","151134"
"869","125","1","1","6","1","151121"
"870","205","1","1","20","1","15113X"
"871","37","1","1","6","1","172070"
"872","60","1","1","55","1","151142"
"873","100","1","1","6","1","15113X"
"874","106","1","1","11","1","15113X"
"875","107","1","6","48","1","151111"
"876","97","2","6","48","1","15113X"
"877","51","1","1","37","1","151143"
"878","72","1","1","6","3","151150"
"879","344","2","6","20","1","151131"
"880","21","1","1","36","1","151199"
"881","99","1","6","6","1","15113X"
"882","181","1","1","6","2","151199"
"883","66","2","1","39","1","151134"
"884","353","1","2","51","1","15113X"
"885","65","1","6","6","1","15113X"
"886","58","1","1","19","4","151134"
"887","79","1","1","42","1","15113X"
"888","104","1","1","23","1","151131"
"889","120","2","6","42","1","15113X"
"890","48","1","1","36","1","151121"
"891","141","2","9","15","1","151150"
"892","125","2","1","8","1","15113X"
"893","98","1","1","4","1","151150"
"894","72","1","1","8","1","15113X"
"895","94","2","1","47","1","151141"
"896","85","1","1","47","1","151199"
"897","294","1","1","13","1","151143"
"898","126","1","1","48","1","172070"
"899","132","1","1","29","1","15113X"
"900","21","2","1","55","1","151121"
"901","133","1","1","32","1","151131"
"902","61","1","1","17","1","151150"
"903","65","2","2","17","1","151142"
"904","152","1","6","25","1","15113X"
"905","31","1","1","6","1","151150"
"906","107","2","1","53","1","151143"
"907","160","1","1","53","1","151121"
"908","155","1","1","37","1","151143"
"909","141","2","1","37","1","151143"
"910","165","1","1","35","2","15113X"
"911","28","1","1","41","1","151150"
"912","120","2","1","36","1","151134"
"913","37","2","1","27","1","151121"
"914","173","1","2","12","1","151199"
"915","68","2","6","6","1","15113X"
"916","68","1","2","37","1","151134"
"917","216","1","6","53","1","151121"
"918","25","1","1","41","1","151131"
"919","21","1","1","20","1","151150"
"920","63","1","1","47","1","15113X"
"921","64","1","2","12","1","151199"
"922","79","1","1","26","1","172061"
"923","72","2","1","32","2","151142"
"924","118","1","1","21","1","151150"
"925","35","1","1","55","1","151150"
"926","80","1","8","34","3","151143"
"927","67","1","6","6","1","172070"
"928","191","1","1","55","1","151134"
"929","74","1","1","17","1","151199"
"930","111","2","1","27","1","151199"
"931","166","2","1","51","1","151150"
"932","32","2","1","48","1","151134"
"933","56","1","1","47","1","15113X"
"934","73","1","1","5","1","151121"
"935","71","1","1","24","1","151142"
"936","136","1","1","53","1","15113X"
"937","67","2","6","13","1","151131"
"938","84","1","6","13","1","151131"
"939","117","1","1","6","1","151134"
"940","60","1","1","48","2","151131"
"941","122","1","1","4","1","151121"
"942","67","1","1","11","1","151121"
"943","42","1","1","17","17","15113X"
"944","110","1","1","51","1","15113X"
"945","619","1","1","12","1","151150"
"946","85","2","6","34","1","15113X"
"947","71","1","1","39","1","151121"
"948","485","2","1","55","1","151121"
"949","131","1","2","45","1","172070"
"950","66","2","1","41","1","151134"
"951","83","2","6","36","1","151131"
"952","55","1","1","6","2","151199"
"953","315","1","6","6","1","15113X"
"954","67","1","2","42","1","151121"
"955","59","2","6","6","1","151131"
"956","44","1","1","8","1","15113X"
"957","79","1","1","20","1","151150"
"958","123","1","1","29","1","151199"
"959","108","1","1","48","2","151131"
"960","159","1","1","20","1","151131"
"961","74","1","1","40","1","151141"
"962","91","1","1","48","1","15113X"
"963","90","1","1","13","1","151150"
"964","167","1","1","6","1","151131"
"965","107","1","1","44","1","15113X"
"966","103","1","6","6","1","15113X"
"967","110","2","1","37","1","151150"
"968","120","1","1","39","1","15113X"
"969","126","1","1","42","1","15113X"
"970","22","1","6","34","1","15113X"
"971","29","2","1","34","1","151121"
"972","86","1","6","34","1","151121"
"973","134","2","1","16","1","151199"
"974","63","1","1","42","1","151134"
"975","56","1","7","24","1","151111"
"976","105","1","1","22","1","172070"
"977","65","2","1","25","1","151150"
"978","131","1","1","27","1","151131"
"979","117","1","6","6","1","15113X"
"980","22","1","1","48","1","151131"
"981","135","1","6","6","1","15113X"
"982","235","1","1","6","1","15113X"
"983","100","1","1","19","1","151142"
"984","69","1","1","49","1","15113X"
"985","135","1","6","11","1","151150"
"986","138","2","6","24","1","151134"
"987","89","2","2","48","1","15113X"
"988","112","2","6","6","1","151131"
"989","63","1","1","12","1","151134"
"990","119","1","1","6","1","151122"
"991","97","1","1","48","1","151131"
"992","169","1","1","42","1","15113X"
"993","195","1","8","36","5","151131"
"994","126","2","1","22","1","151121"
"995","53","1","1","6","1","172070"
"996","71","2","1","4","1","15113X"
"997","70","1","1","51","1","151199"
"998","38","2","1","11","1","15113X"
"999","80","1","1","8","1","15113X"
"1000","239","1","1","12","1","151122"
"1001","59","1","6","51","1","151199"
"1002","25","1","1","51","1","151199"
"1003","94","1","2","12","1","151122"
"1004","27","1","1","34","1","151150"
"1005","43","1","2","39","1","151199"
"1006","32","1","1","13","1","151199"
"1007","16","1","1","1","1","172070"
"1008","155","1","1","26","1","15113X"
"1009","61","1","1","49","1","151150"
"1010","113","1","1","13","1","151122"
"1011","121","1","1","13","1","151121"
"1012","153","1","1","6","1","15113X"
"1013","64","1","1","8","1","151121"
"1014","35","1","6","48","1","151142"
"1015","105","1","9","27","1","151131"
"1016","91","1","1","26","1","151199"
"1017","114","1","1","6","1","15113X"
"1018","83","2","1","8","1","15113X"
"1019","74","1","1","8","1","15113X"
"1020","65","1","1","51","1","151131"
"1021","56","1","1","26","1","151150"
"1022","102","1","1","48","1","15113X"
"1023","22","1","1","54","1","151131"
"1024","53","2","1","37","1","151134"
"1025","69","1","1","27","1","15113X"
"1026","94","2","8","37","2","151142"
"1027","64","1","1","11","1","151131"
"1028","51","1","2","12","1","15113X"
"1029","83","1","1","25","1","151121"
"1030","101","1","1","6","1","151142"
"1031","50","1","1","12","4","15113X"
"1032","82","1","6","34","1","172070"
"1033","62","2","2","51","1","151150"
"1034","54","1","1","37","1","151131"
"1035","114","1","1","36","1","151142"
"1036","70","1","1","29","1","15113X"
"1037","117","1","6","9","1","151199"
"1038","127","1","3","47","1","151142"
"1039","53","2","1","51","1","151131"
"1040","100","1","6","51","1","151122"
"1041","67","1","1","1","1","151199"
"1042","67","1","1","39","1","151150"
"1043","132","1","1","4","1","15113X"
"1044","68","1","1","37","1","151143"
"1045","47","2","1","41","1","151121"
"1046","79","1","1","36","1","151141"
"1047","92","2","1","12","1","151121"
"1048","147","1","1","9","1","172070"
"1049","78","1","6","36","1","151131"
"1050","65","1","1","25","1","15113X"
"1051","65","1","2","51","1","151143"
"1052","55","1","1","34","1","151199"
"1053","149","1","8","6","2","151134"
"1054","18","2","1","34","1","151131"
"1055","85","2","1","51","1","151121"
"1056","86","1","1","6","1","151131"
"1057","148","2","2","13","1","151121"
"1058","65","1","1","53","1","151121"
"1059","12","1","1","37","1","151122"
"1060","134","1","1","42","1","151121"
"1061","12","1","1","29","1","151142"
"1062","187","2","2","48","1","151121"
"1063","100","1","1","29","1","151121"
"1064","57","1","9","37","3","151134"
"1065","90","1","1","18","1","151121"
"1066","145","2","1","37","1","151121"
"1067","77","1","1","27","1","151122"
"1068","45","1","1","50","1","15113X"
"1069","137","2","6","51","1","15113X"
"1070","155","1","1","37","1","151121"
"1071","93","2","1","12","1","151121"
"1072","85","1","1","51","1","15113X"
"1073","264","1","1","55","1","151150"
"1074","265","1","1","55","1","151150"
"1075","81","1","6","36","1","151199"
"1076","34","1","1","33","1","151150"
"1077","90","1","1","51","1","172070"
"1078","114","1","1","12","4","15113X"
"1079","133","2","1","8","1","151121"
"1080","116","1","1","55","1","151199"
"1081","28","1","1","17","1","151199"
"1082","67","1","1","10","1","151121"
"1083","77","1","6","24","1","151199"
"1084","97","1","6","51","1","15113X"
"1085","77","2","6","51","1","15113X"
"1086","38","1","1","13","3","151150"
"1087","90","1","1","13","1","151142"
"1088","58","1","1","48","1","172070"
"1089","118","1","1","53","1","15113X"
"1090","45","1","1","17","1","151142"
"1091","84","2","1","26","1","151121"
"1092","200","1","1","36","1","15113X"
"1093","48","2","1","47","1","151150"
"1094","448","2","1","18","1","151199"
"1095","354","1","1","18","1","151199"
"1096","20","1","1","55","1","151199"
"1097","110","1","8","36","5","15113X"
"1098","115","2","8","34","5","151150"
"1099","74","2","6","6","1","151134"
"1100","43","1","1","36","1","151121"
"1101","112","1","6","48","1","151121"
"1102","47","1","1","55","1","151143"
"1103","148","1","2","17","1","151121"
"1104","76","1","1","48","1","151199"
"1105","122","1","1","13","1","172070"
"1106","26","1","1","17","1","151121"
"1107","123","1","1","5","1","151199"
"1108","118","1","1","42","1","151150"
"1109","72","1","6","6","1","172070"
"1110","65","1","1","6","1","151150"
"1111","111","2","1","18","1","151121"
"1112","64","1","1","37","1","151121"
"1113","94","2","1","20","1","151150"
"1114","83","1","1","39","1","15113X"
"1115","122","1","1","53","1","15113X"
"1116","249","1","1","19","1","151131"
"1117","143","1","1","48","1","151131"
"1118","103","1","6","26","1","151199"
"1119","70","1","1","6","1","172070"
"1120","230","1","1","12","1","151134"
"1121","70","1","1","17","1","15113X"
"1122","88","1","1","8","1","15113X"
"1123","152","1","1","48","1","151121"
"1124","193","1","6","6","1","151131"
"1125","83","1","1","48","1","151150"
"1126","57","1","1","34","1","151142"
"1127","55","1","1","34","1","151142"
"1128","107","2","2","34","1","151121"
"1129","53","2","6","13","1","15113X"
"1130","114","2","1","18","1","15113X"
"1131","154","1","1","37","1","151131"
"1132","87","1","8","36","1","151150"
"1133","142","2","6","34","1","151121"
"1134","135","1","6","34","1","15113X"
"1135","102","1","1","53","24","15113X"
"1136","65","2","1","11","1","151121"
"1137","57","1","6","6","1","15113X"
"1138","146","1","1","36","1","151121"
"1139","144","1","1","6","1","15113X"
"1140","64","1","1","12","1","15113X"
"1141","62","2","1","11","1","15113X"
"1142","100","1","1","48","1","15113X"
"1143","85","1","1","24","1","15113X"
"1144","110","1","1","53","1","15113X"
"1145","24","1","1","37","1","151134"
"1146","94","1","1","36","1","151142"
"1147","39","1","1","51","1","15113X"
"1148","79","1","6","53","1","172070"
"1149","56","1","1","55","1","151131"
"1150","63","1","1","12","1","151121"
"1151","19","2","1","27","1","151150"
"1152","44","1","6","36","1","15113X"
"1153","61","1","1","25","1","151150"
"1154","52","2","2","17","1","151150"
"1155","92","1","1","17","1","15113X"
"1156","116","1","6","6","1","151131"
"1157","75","2","1","26","1","151134"
"1158","166","1","1","26","1","151131"
"1159","57","1","1","20","1","151121"
"1160","62","1","1","25","1","151121"
"1161","54","1","1","48","1","151150"
"1162","71","1","1","53","1","15113X"
"1163","106","1","6","41","1","151121"
"1164","50","1","1","48","1","15113X"
"1165","40","2","1","17","1","151134"
"1166","55","1","8","17","2","151142"
"1167","178","1","6","42","1","151150"
"1168","128","2","1","29","1","151121"
"1169","80","2","1","51","1","151121"
"1170","108","1","1","42","1","15113X"
"1171","113","2","1","39","1","151121"
"1172","90","1","6","6","1","15113X"
"1173","24","1","1","23","1","15113X"
"1174","50","1","1","6","1","172061"
"1175","111","2","1","36","1","151141"
"1176","66","1","1","48","15","151199"
"1177","68","1","1","4","1","151150"
"1178","74","1","1","34","1","151131"
"1179","115","1","1","27","1","151141"
"1180","111","1","1","6","1","151150"
"1181","72","1","1","26","1","151199"
"1182","119","2","1","8","1","151121"
"1183","166","1","6","17","1","151131"
"1184","64","2","1","8","1","15113X"
"1185","73","2","1","27","1","172061"
"1186","20","1","1","36","1","151150"
"1187","115","1","1","29","1","15113X"
"1188","215","1","1","8","1","151150"
"1189","74","2","1","51","1","151121"
"1190","74","1","1","51","1","151131"
"1191","202","1","1","24","3","151134"
"1192","58","2","1","36","1","151141"
"1193","123","1","6","6","1","15113X"
"1194","110","1","1","12","1","151150"
"1195","145","1","6","6","1","151199"
"1196","82","2","1","42","1","151121"
"1197","58","2","2","51","1","15113X"
"1198","48","1","6","6","1","151142"
"1199","91","1","1","51","1","151142"
"1200","63","1","2","34","1","151150"
"1201","94","1","1","42","1","151121"
"1202","94","2","1","53","1","151134"
"1203","135","1","1","36","1","151150"
"1204","32","1","1","48","1","15113X"
"1205","257","1","1","36","1","151199"
"1206","67","1","1","18","1","151131"
